"primerid" "Pr(>Chisq)" "coef" "FDR"
"elB" 1.23196157634885e-06 -0.403741399645225 5.98914653783447e-06
"fl(2)d" 0.00204643518216789 -0.177056765608004 0.00498513386024847
"flw" 0.000393049008849188 -0.277135566608741 0.00109255949737039
"fs(1)h" 0.00327957976277682 -0.20657411732437 0.00760943816859168
"h" 4.76454433665431e-08 -0.508517688278912 3.04010414208113e-07
"hebe" 8.76471456248349e-09 -0.371877915113325 6.39141198290192e-08
"hfp" 9.54187205066195e-07 -0.326394256767749 4.7413815543776e-06
"ics" 0.00161257395037604 -0.118957719434013 0.00400646138555816
"jbug" 6.50831652665882e-05 -0.218202434416895 0.000214965866454054
"jvl" 1.17331041437263e-08 -0.438492621624403 8.23517247087788e-08
"kek1" 0.000309125865834885 -0.243114977086124 0.000881087175971005
"kek5" 7.45979769858595e-05 -0.212687959574115 0.000242821820739479
"kmr" 0.00339879782979357 -0.133908707768504 0.00780541914694924
"kuz" 7.21605676868379e-28 -1.05235472406642 4.766842206607e-26
"l(3)80Fg" 8.40286101058986e-08 -0.349820680402534 5.01936857175128e-07
"l(3)80Fj" 0.00087279360444109 -0.212027026721069 0.00229006359296108
"lbk" 0.00160315485965262 -0.209344827112082 0.00399189114720596
"lectin-29Ca" 7.56249208669141e-11 0.565332612344082 7.51564479057916e-10
"lectin-30A" 1.00597031327355e-07 0.466315026090753 5.88387844690727e-07
"lilli" 0.000474696441796718 -0.227806041376171 0.00129076054270633
"lncRNA:CR31044" 2.41547947396641e-05 -0.229078282974978 8.89371622709599e-05
"lncRNA:CR42862" 0.00026645707074967 -0.265037662604842 0.000773577994271443
"lncRNA:CR43104" 3.1034857574675e-28 -0.964801035399663 2.48943893259715e-26
"lncRNA:CR43146" 6.86409784239418e-28 -1.21729837612288 4.766842206607e-26
"lncRNA:CR43239" 5.7950343693187e-05 0.345721586785471 0.000193685226093598
"lncRNA:CR43314" 6.94169773322053e-10 -0.5007453312927 6.18692583683068e-09
"lncRNA:CR43334" 0.000314222936293926 -0.264145297102712 0.000893347740400201
"lncRNA:CR43404" 0.00345767871989736 0.101047209035554 0.00789222195618849
"lncRNA:CR43412" 3.90895651326589e-05 0.171080063896258 0.000135905825523145
"lncRNA:CR43612" 1.23871542906155e-05 -0.337320494135127 4.76396379053464e-05
"lncRNA:CR43633" 4.91762271114661e-10 0.433042887228378 4.45362121340132e-09
"lncRNA:CR43654" 7.91324847477986e-05 -0.279572680863495 0.000256097349774576
"lncRNA:CR43660" 5.69896976773603e-06 -0.277110017233457 2.39698241541856e-05
"lncRNA:CR43714" 0.00344959218250335 -0.0988601851108297 0.00788980045000257
"lncRNA:CR43805" 0.000451090528500109 0.192780959054835 0.00123856885942695
"lncRNA:CR44234" 6.66982380925171e-14 -0.620471791089968 9.74155352088475e-13
"lncRNA:CR44389" 7.01225272496683e-35 0.879581458662034 7.15887255467068e-33
"lncRNA:CR44480" 4.87092993459176e-09 0.444689373730271 3.6711773936554e-08
"lncRNA:CR44481" 0.00021487606923031 -0.241728213031161 0.000641770813153293
"lncRNA:CR44501" 1.16165292110769e-05 -0.314300478322535 4.48294237252211e-05
"lncRNA:CR44546" 1.90126660606529e-10 0.554894694155524 1.82489093898404e-09
"lncRNA:CR44576" 0.00058502834516024 -0.209419328377366 0.00156798766495215
"lncRNA:CR44577" 2.47222669112149e-09 0.380505447537612 1.98307898152102e-08
"lncRNA:CR44696" 9.80033653997071e-05 -0.247928431601514 0.000310021913644707
"lncRNA:CR44711" 0.000983108065644382 -0.180911088536135 0.00254384875050378
"lncRNA:CR44761" 2.2682017812042e-12 0.376267312084143 2.65332354197116e-11
"lncRNA:CR44779" 0.000316213440672675 -0.195210025409756 0.00089673660069549
"lncRNA:CR44805" 1.63858815495209e-05 0.274960766678067 6.19573905054276e-05
"lncRNA:CR44821" 6.69152353905097e-06 0.224503325717639 2.76515990356344e-05
"lncRNA:CR44833" 1.41901668280145e-09 -0.541588056388133 1.21645475937865e-08
"lncRNA:CR44999" 0.00260649982359734 -0.099103341046006 0.00620148157182163
"lncRNA:CR45054" 7.85314738827412e-08 -0.361635641016648 4.7670727119091e-07
"lncRNA:CR45097" 0.00196261797977536 -0.116961654403298 0.00479134780714725
"lncRNA:CR45113" 0.000972485596477191 0.0752270600664852 0.00252217396037849
"lncRNA:CR45114" 1.01190076498456e-16 -0.635933955896307 2.27272911815532e-15
"lncRNA:CR45363" 1.46415364612789e-09 -0.385526872812862 1.23627409368543e-08
"lncRNA:Hsromega" 7.18403869495995e-20 -0.764499940351887 2.30505012984001e-18
"lncRNA:TS14" 7.58333224973302e-15 -0.630802266769479 1.271057032306e-13
"lncRNA:roX1" 6.43128260830648e-63 -1.60210500104092 2.40744345637606e-60
"lncRNA:sphinx" 3.68093845886977e-05 -0.168621767572819 0.000128375586624558
"lola" 2.83684239267153e-12 -0.636502158224411 3.2843030999692e-11
"lqf" 1.46045235683754e-06 -0.302431348040443 6.97909785841938e-06
"luna" 1.85499574986893e-05 -0.355709431816366 6.96709106054449e-05
"lute" 0.00166841210243749 -0.225247971902464 0.00412693125779142
"mamo" 1.30917552787472e-06 -0.40915550897771 6.33708671466947e-06
"mbl" 2.38465294871047e-25 -1.01404673912344 1.2752215530485e-23
"mei-P26" 0.000136625450764115 -0.19519808234888 0.000419208691825412
"mfas" 1.35159545204044e-11 -0.711955495978248 1.44556351680134e-10
"mgl" 1.69648207092324e-15 -0.862164262796905 3.12281529546168e-14
"mld" 0.000139946247335482 -0.236959787311952 0.000428227890348081
"msopa" 3.50132727708694e-07 0.450616227847167 1.85471251517389e-06
"mt:CoI" 4.58613899371713e-17 0.585690191979983 1.05106818162129e-15
"mt:CoII" 8.59754399067417e-06 0.244433152488166 3.42384009486359e-05
"mt:CoIII" 2.76528690579687e-14 0.407409590967837 4.43631027887126e-13
"mt:Cyt-b" 2.48082872775814e-10 0.3347119550774 2.34115181619529e-09
"mtd" 4.57591093863882e-05 -0.32290467555316 0.000155302396408123
"mtgo" 1.98587170902719e-34 -1.3164817436236 1.85844494103128e-32
"nkd" 0.00380168180343167 -0.210004267950034 0.00859011803873997
"nmo" 0.00111794501431263 -0.151019364301292 0.0028598001163396
"nompB" 2.64709618728528e-07 -0.373242119962188 1.42233924321597e-06
"ogre" 2.20424870591977e-06 -0.310815600379685 1.01867131553412e-05
"pAbp" 9.49005627360624e-12 0.540244936270389 1.05518150448117e-10
"par-1" 2.85537005853599e-08 -0.458860140526187 1.88622386807995e-07
"pix" 1.21016079459919e-09 0.317177918587686 1.04539274794992e-08
"plum" 0.00126774549184912 -0.229650916476026 0.0032064824039337
"ppk22" 0.00247426474199101 0.191237078576093 0.00592451877453284
"ps" 5.13731576889767e-14 -0.646855105729909 8.01278556732234e-13
"psq" 1.36930008590543e-12 -0.488666406439201 1.72777977131662e-11
"pum" 3.95347246827478e-05 -0.256920835519133 0.000137029308082487
"pyr" 0.000248857153182728 -0.195325488264398 0.000735438376379483
"qkr58E-1" 1.16882264001912e-07 -0.385363225583805 6.66288235909379e-07
"rdx" 4.09856777817008e-06 -0.352700171423676 1.75675252476527e-05
"regucalcin" 3.79116471594006e-06 0.364120675671584 1.63749152923104e-05
"retn" 7.06820805585866e-07 -0.328694471626477 3.57549443546364e-06
"rols" 3.30855153862392e-06 -0.332959174529385 1.46279660546246e-05
"rudhira" 0.000391193414149465 -0.198394163535417 0.0010914439051813
"sbb" 4.52186415201919e-05 -0.315184583601756 0.00015434812895798
"sbr" 0.00105796583358967 -0.161068045446343 0.00272498997963577
"scrib" 0.000254957223267058 -0.258569687217686 0.00074756386874388
"scyl" 6.58530521432271e-15 -0.709726992102243 1.12049965995218e-13
"sd" 3.74510283563578e-08 -0.414940377545632 2.41709797955114e-07
"sdk" 2.5611256584885e-05 -0.224693139231247 9.39916377281892e-05
"shep" 2.54787366092194e-06 -0.390212577421954 1.15373472629651e-05
"shot" 8.26715266248844e-05 -0.277051950357704 0.000266781966665934
"sick" 2.99802049719403e-06 -0.32213300382572 1.34134542563701e-05
"slpr" 0.000255802373245916 -0.101323225954074 0.000748088711341573
"sm" 1.01850480432201e-18 -0.837139887020021 3.09129971690167e-17
"sphinx2" 2.2591732546209e-09 0.287369548267718 1.85186245616005e-08
"spri" 0.00218328908679225 -0.183701887776387 0.0052841242337666
"sqd" 0.00424927793916237 -0.21677521830221 0.00950585483203057
"ssp7" 1.47936563083153e-07 0.387971995390471 8.18387981982172e-07
"sta" 5.40198607229085e-09 0.43880950664421 4.01750354912756e-08
"syd" 2.21882046433697e-12 -0.490173238139814 2.62287934889518e-11
"tai" 8.21554260767502e-36 -1.35482858332636 1.02511714982434e-33
"tay" 3.06856450104102e-06 -0.295427558361584 1.36745949788455e-05
"tna" 3.04557232055551e-05 -0.208929090131303 0.00010997355999948
"twi" 0.000110615688618381 -0.205609181912705 0.000345059495329006
"twr" 0.00032265075815359 0.261836738510797 0.000912687157195167
"uex" 1.8534262555649e-06 -0.365944059898123 8.74536842436717e-06
"wbl" 0.00269012568393343 0.188488748544486 0.00638691573585042
"yin" 6.32343749180091e-10 -0.483159128476727 5.68097624263393e-09
"zetaCOP" 0.000841096870147815 0.193279068504411 0.0022224747886494
