"primerid" "Pr(>Chisq)" "coef" "FDR"
"Gp93" 1.33101244810686e-05 0.286291803273912 5.08410537151022e-05
"Gprk1" 1.05359072820661e-06 -0.407086844287035 5.21225721487236e-06
"Hrb98DE" 0.000240530835144559 -0.198956860562668 0.000712707461391398
"Hsc70-3" 0.000824054415318729 0.270897695504174 0.00218257808585597
"JIL-1" 0.0030737352471839 -0.155916081236616 0.00720627282377354
"Khc-73" 8.64104200458182e-05 -0.211590762998646 0.000278048428972647
"Kif3C" 3.58362691297084e-06 -0.294130383641628 1.56591946430593e-05
"KrT95D" 0.00109350673043409 -0.140347283761748 0.00280367136593033
"LRR" 1.45188541175315e-05 -0.216210266459029 5.52700785558913e-05
"MED26" 0.00320480941854017 -0.174643393091108 0.00745134777851057
"MFS17" 1.25452105310136e-18 -0.751483961411905 3.61237728880211e-17
"Marf1" 4.19396511877718e-15 -0.687371035419153 7.35909816935433e-14
"Mgat1" 6.48724389219409e-05 0.235869485272206 0.000214965866454054
"Msp300" 1.29681303531622e-18 -0.798823783433338 3.64080259665029e-17
"Mst57Da" 3.22498390457301e-85 0.98521276514151 1.81082846241774e-82
"Mst57Db" 4.58594568201139e-96 1.10186105380979 5.1500170008988e-93
"Mst57Dc" 5.04667654247354e-25 0.719641138497196 2.52012584315316e-23
"Muc14A" 4.15065194689787e-22 -0.918181808781228 1.50360714076333e-20
"Nacalpha" 2.09914854972995e-05 0.19427205154902 7.80577424286998e-05
"Nipped-B" 0.000239508564712094 -0.212563375734029 0.000711555868179053
"Not1" 1.04944990477296e-08 -0.460814146862719 7.45906482949391e-08
"Npc2a" 0.000290693268984099 0.190088942522599 0.000834906754652539
"Obp56f" 0.000706770266894256 0.27059420425325 0.00188528030812886
"Obp8a" 0.00314626112608273 0.158577822583851 0.00734563668314117
"Oda" 1.06298258844502e-20 -0.900590078229614 3.51096896124633e-19
"PNUTS" 8.42184713309519e-07 -0.353624326997578 4.20343748020707e-06
"Parp" 0.000406161393852665 -0.220435248286517 0.00112344641698656
"Pcf11" 2.85660687146413e-06 -0.325272382978509 1.28834117134707e-05
"Pde6" 2.6955775257112e-07 -0.295465690632604 1.4414921720827e-06
"Pdi" 1.51640866306063e-11 0.51223956505716 1.60653483831801e-10
"Pdp1" 1.04706109767157e-14 -0.678631348764063 1.72919060688997e-13
"Pgant5" 0.000112256118029925 -0.221420041714796 0.00034824204571162
"Pgant9" 0.00043428697496827 -0.233794245230986 0.00119535361002296
"Pitslre" 1.65550085106247e-09 -0.464568742023397 1.38740854906206e-08
"Pli" 1.11807170605651e-05 -0.307612210698986 4.34461773668324e-05
"Prosap" 5.16143316050958e-25 -1.03468540959939 2.52012584315316e-23
"Pvf1" 1.93079872214623e-06 -0.348306644555069 8.99704134842413e-06
"Pvf3" 1.03322368289486e-05 -0.27069066027557 4.04289266860949e-05
"Qsox2" 8.00740351734525e-08 0.36835802946593 4.83457749998856e-07
"Qsox3" 0.000788754408135484 0.166634351279775 0.00209402175020366
"Qsox4" 0.000395153886925542 0.164189232343841 0.0010956983086849
"RFeSP" 2.40887171642137e-06 0.240700442289424 1.10414813777192e-05
"Rack1" 8.90456725151134e-10 0.358076336522638 7.87388112082459e-09
"Rbp1" 7.90404218165995e-05 -0.215331340532049 0.000256097349774576
"Rbp1-like" 1.90962702044225e-15 -0.646804130302642 3.40398594278833e-14
"ReepB" 2.27968860793175e-09 0.338321282511342 1.85513790341113e-08
"Rgl" 4.87944480698637e-06 -0.292628661051895 2.0835043795611e-05
"RhoGAP19D" 0.00287265794103227 -0.155317144555463 0.00679156814269314
"Rm62" 0.00167466344430762 -0.25887379306582 0.00413329021529111
"RpL10" 1.97795849432319e-18 0.674859258611905 5.41767655884133e-17
"RpL10Ab" 6.6248284781207e-08 0.365823403040342 4.13028583930668e-07
"RpL11" 2.28927542076513e-08 0.347757797790022 1.53027160566621e-07
"RpL12" 2.58132652135834e-10 0.422160453365851 2.41569140290451e-09
"RpL13" 1.77970389254895e-12 0.430954604263842 2.17239942536138e-11
"RpL13A" 6.24428033892462e-18 0.637985236520629 1.63077367921218e-16
"RpL14" 4.99854430708656e-12 0.485418678071692 5.61769725293477e-11
"RpL15" 6.67942672402605e-14 0.495674415969037 9.74155352088475e-13
"RpL17" 1.11053962082697e-13 0.462910992818282 1.57865315720087e-12
"RpL18" 1.86834948365865e-16 0.511132338946549 4.11403229440915e-15
"RpL18A" 2.79390012866739e-11 0.469551912949472 2.85231804044861e-10
"RpL19" 1.14148549561226e-12 0.468171662675059 1.49056768787508e-11
"RpL21" 9.44677026889581e-09 0.375377718501441 6.84433742707742e-08
"RpL23" 7.35262335418184e-16 0.57183732583261 1.448595794166e-14
"RpL24" 3.71259297568214e-16 0.462585251895205 7.86649417300196e-15
"RpL26" 3.04416723209762e-10 0.42694897277605 2.82528909226912e-09
"RpL27" 7.47523606331775e-08 0.315361293909908 4.562331575601e-07
"RpL27A" 3.69515481506851e-10 0.52426098937634 3.40135971911634e-09
"RpL28" 2.76002598591764e-05 0.262302381616999 0.000100307740523803
"RpL29" 1.01337258361505e-08 0.324947827126556 7.24851854394711e-08
"RpL3" 1.12658884105569e-12 0.500298732988065 1.48842266883005e-11
"RpL30" 3.13765561270174e-05 0.228575313249793 0.00011221615455618
"RpL31" 3.47001001108475e-16 0.514790158741384 7.49388700470804e-15
"RpL32" 2.90906279625475e-07 0.320243916380345 1.54828318492611e-06
"RpL34a" 0.000505492279213262 0.0969776090695293 0.00137117833226206
"RpL34b" 9.33762270627429e-08 0.319544238452452 5.49013104667331e-07
"RpL35" 1.43190750850191e-08 0.356017058304583 9.86522780397327e-08
"RpL35A" 3.19368417715397e-08 0.34057038139409 2.08517868078134e-07
"RpL36" 1.26585915374528e-11 0.410062480073739 1.36688445159226e-10
"RpL36A" 4.03010811170363e-13 0.434000664974738 5.51928220663802e-12
"RpL37A" 7.1048130037819e-16 0.522403240290698 1.42476875057984e-14
"RpL37a" 6.23081944271435e-14 0.527875024817989 9.32961364555762e-13
"RpL38" 1.65663977810073e-10 0.421704521256207 1.631935500708e-09
"RpL39" 2.53799876998799e-18 0.655069263029894 6.78612528261074e-17
"RpL4" 7.60352555844124e-14 0.467659845965476 1.09471271822173e-12
"RpL40" 9.69344165421879e-10 0.445546053244473 8.50448045131851e-09
"RpL41" 6.31335492867454e-16 0.588370559363421 1.28907228816391e-14
"RpL5" 5.63092887493202e-09 0.407032988813137 4.16021916220306e-08
"RpL6" 1.83513474292653e-10 0.44177600298267 1.77660027267801e-09
"RpL7" 5.45233941221187e-13 0.487145331828836 7.37708091555895e-12
"RpL7A" 9.70394181505548e-18 0.539256417192631 2.42167259073496e-16
"RpL8" 2.2280957816233e-23 0.644815202697812 8.62810883711368e-22
"RpL9" 8.89573564575353e-08 0.309026855349884 5.25784796325327e-07
"RpLP0" 1.06540489741597e-07 0.353971902071296 6.19922124247736e-07
"RpLP1" 2.20247306690614e-17 0.648473152943633 5.37690707420781e-16
"RpLP2" 1.37126224231956e-14 0.517951834402339 2.23177898278965e-13
"RpS10b" 2.40294685940749e-09 0.36186365153047 1.94137361375152e-08
"RpS11" 3.18955045560397e-12 0.476243007763504 3.65496445065639e-11
"RpS12" 1.51763559811808e-12 0.529873904790493 1.89367197409623e-11
"RpS13" 5.00240182808082e-12 0.484336034707864 5.61769725293477e-11
"RpS14a" 9.99122423331542e-05 0.22750525318188 0.000314366289105511
"RpS15" 1.72408324415516e-15 0.503821520961603 3.12281529546168e-14
"RpS15Aa" 3.20927732672735e-09 0.324177357079931 2.49721680263754e-08
"RpS16" 2.06942156410099e-06 0.267446656700738 9.60314221688185e-06
"RpS17" 2.44077665783231e-07 0.297414754538421 1.32415081485299e-06
"RpS18" 1.46197513140814e-09 0.371622202466267 1.23627409368543e-08
"RpS19a" 4.8497786186991e-10 0.391004276665575 4.42788730796674e-09
"RpS2" 8.57473357451579e-16 0.569770160357519 1.63210606850529e-14
"RpS20" 1.0933722451062e-09 0.443923049572048 9.51827156011054e-09
"RpS21" 2.94183398618673e-11 0.430336948410784 2.97628789773666e-10
"RpS23" 4.46575059701078e-07 0.322700467501189 2.34347566375846e-06
"RpS24" 4.46521968304311e-08 0.348155532495683 2.86539525946138e-07
"RpS25" 3.65650229229651e-22 0.746895173962583 1.36875069141633e-20
"RpS26" 1.54542384312397e-08 0.333753860912091 1.04548853965555e-07
"RpS27" 1.37466369631285e-13 0.539408365746864 1.90586090241892e-12
"RpS27A" 1.24421805373968e-08 0.407861812975555 8.67861412639539e-08
"RpS28b" 1.10632219204749e-07 0.321228637036918 6.40412279210994e-07
"RpS29" 2.85469858571655e-09 0.34129294261841 2.24183672151027e-08
"RpS3" 1.01103556295639e-11 0.3549615417546 1.11313033058826e-10
"RpS30" 1.67387464811756e-10 0.30705768725125 1.63457498246611e-09
"RpS3A" 1.87080375843383e-06 0.393809635328658 8.79042937540249e-06
"RpS4" 1.139604603665e-07 0.408169102805102 6.52946923426429e-07
"RpS5a" 8.12811874633019e-08 0.357419763499697 4.881217835363e-07
"RpS6" 5.80720575145862e-14 0.41082694889485 8.81282710660545e-13
"RpS7" 2.17373649304642e-12 0.517683631439071 2.5969213635012e-11
"RpS8" 2.04011174909571e-10 0.432650746226169 1.94156397816481e-09
"RpS9" 0.000121789156626991 0.257410082876793 0.000375739623329974
"SC35" 6.07983935336409e-08 -0.269481360385272 3.81433496861892e-07
"SLC5A11" 1.44741560210836e-06 -0.27592026756592 6.95917669858896e-06
"SNF4Agamma" 0.00331756733121585 -0.226680264420252 0.00766590146698642
"SP" 5.28440677447323e-24 0.568327740811568 2.28245723374363e-22
"Samuel" 0.000253116581591166 -0.191226136156177 0.000746062785109919
"Sap47" 7.27696369744465e-07 -0.392259026880673 3.66458754808536e-06
"Scsalpha1" 1.59678181522336e-12 -0.607009760011578 1.97053404230311e-11
"Sec22" 0.00434395355617239 0.15090670833756 0.00969832970890973
"Sec61beta" 0.00020163664967785 0.205590773930046 0.000603834553568603
"Sec63" 2.72021293026205e-05 0.212305954377017 9.91817896326067e-05
"Sems" 0.00034453105578463 0.207090929710952 0.000972131597100854
"Sfp23F" 0.000904231700710831 0.235921962078486 0.00236151674394945
"Sfp26Ac" 4.42893631168599e-05 0.319268303086489 0.00015163705725681
"Sfp33A1" 2.21068069196681e-05 0.299136786531529 8.19338091445126e-05
"Sfp33A2" 0.00174323134834325 0.127385086058524 0.00429308948287164
"Sfp33A4" 4.22395740639742e-05 0.246135181459081 0.000145953974381055
"Sfp35C" 0.000851907846960337 0.254139161000657 0.00224575707074286
"Sfp53D" 1.78445865986444e-06 0.306083986391311 8.45547289041253e-06
"Sfp70A4" 6.65700567154505e-08 0.445485838234374 4.13028583930668e-07
"Sfp78E" 1.91593635152074e-06 -0.440865526355702 8.96498551149078e-06
"Sfp96F" 1.01549694612131e-43 0.785061394468622 1.62914724356318e-41
"Sin3A" 0.000307908163176785 -0.231335026193556 0.000879849534980993
"Smr" 4.31358049994711e-05 -0.292126635198403 0.000148139171297878
"Spase12" 4.01411036078085e-07 0.322338315045739 2.11635959397037e-06
"Spase22-23" 0.00407375108619753 0.196930331229803 0.00914964493959964
"Spase25" 8.54724430826622e-06 0.312060428320905 3.42384009486359e-05
"Spn28B" 0.00180342696268544 -0.242781637673483 0.00442193991068942
"Spn38F" 3.06473561447473e-05 -0.346001562664363 0.000110310836379972
"Stt3B" 5.62677432060522e-06 0.287735163271399 2.37551412106754e-05
"Sxl" 0.000295618694053139 -0.148190833631431 0.000846887228116518
"Syp" 1.46696221736372e-19 -0.83738008582521 4.57610713916515e-18
"TM9SF2" 0.000551875703305069 0.151454118603891 0.00148979907406633
"Tapdelta" 0.000266584758488912 0.224949870622187 0.000773577994271443
"Tctp" 0.0033501807304525 0.159648744735757 0.00770953475470934
"Top1" 3.25251046446614e-06 -0.239334501449061 1.44370326150019e-05
"Trf2" 3.49741380065013e-06 -0.275301817990931 1.54023360710984e-05
"Trx-2" 0.000289934380287 0.18671968293073 0.000834862330928976
"UGP" 0.00118694416455346 -0.134398392178204 0.0030225358203935
"UQCR-11" 0.000111201438685267 0.203070207209249 0.000345925805106801
"UQCR-Q" 2.57198711803343e-07 0.289748251540753 1.3886257372844e-06
"Ugt35B1" 0.000368557024653157 0.151813580461061 0.00103731713956265
"Ugt50B3" 5.05523407817472e-09 -0.543398902787816 3.7846852465268e-08
"Wdr62" 0.00374846601747332 -0.186778150556661 0.00848695027746479
"Xe7" 0.00311717941345474 -0.128227422554944 0.00729290100272849
"Xrp1" 0.00106153289029332 -0.197621849159965 0.00272792090571945
"alpha-Man-Ia" 0.000288713803558441 -0.242426969506248 0.000833484836493905
"aop" 0.00219280000314197 -0.209127683608422 0.00529572990006115
"aqrs" 5.38493526270337e-08 0.429588763189249 3.3973496067505e-07
"aqz" 1.05757803826803e-12 -0.624099244613011 1.41388111544642e-11
"asRNA:CR43474" 3.76006483645942e-06 0.263940050668676 1.63032927078916e-05
"asRNA:CR45343" 0.000227910374683119 0.182594967528955 0.000678894829626373
"asRNA:CR45800" 0.000144656225578489 0.205153387635707 0.000440241033400116
"asRNA:CR45882" 0.0013542815078609 0.21893634453705 0.0034099958146363
"asRNA:CR45999" 0.00208774813766381 -0.152461253185598 0.00506380379826448
"awd" 0.00334088803349426 0.187778281148182 0.00770393688216438
"bai" 9.24300428723888e-05 0.252059128740911 0.00029404798341556
"beat-IIIc" 1.72554051160745e-07 -0.374610179612049 9.4525950952935e-07
"beat-Ic" 1.00364689126207e-05 -0.213112287491691 3.94089321289269e-05
"betaTub56D" 0.000963132436097838 0.133963434204127 0.00250369843920804
"bip2" 0.00303447797992011 -0.152714018759311 0.00714406451037796
"bru1" 0.000391562085666387 -0.103862258791507 0.0010914439051813
"bru2" 0.00350245486488031 -0.227461766610256 0.00796205832643844
"bun" 1.68961572521812e-06 -0.352178011588953 8.03999347211842e-06
"caps" 0.000186586772274913 -0.225576101687631 0.000561761247358518
"cass" 4.68919556825303e-05 -0.208743929461066 0.000158613452504463
"cdc14" 0.000462484876620396 -0.247402062571398 0.0012636752224932
"cdi" 5.30058586561198e-15 -0.681496501863353 9.15778142628039e-14
"cg" 2.81347876656127e-05 -0.197265671229343 0.000101920537253171
"conu" 1.30205777891824e-07 -0.31047166666736 7.34779339560394e-07
"csw" 1.71740544426023e-05 -0.343535670852736 6.47196749632294e-05
"cype" 4.93164068860401e-07 0.273033033969539 2.56399652467699e-06
"dpr18" 9.13278505880213e-05 -0.163528887339993 0.000291814945927726
"eEF1alpha1" 2.64526857395414e-11 0.574425839896609 2.72535468674358e-10
"eEF1beta" 5.85104432307035e-07 0.233486797305948 2.98669217036728e-06
"eEF1delta" 6.59439592336268e-06 0.213040766700068 2.74278023034677e-05
"eEF1gamma" 3.15832364486198e-05 0.217731968953488 0.000112596744545397
"eEF2" 3.61001504605749e-21 0.825069819909683 1.2284990596129e-19
"eEF5" 2.00927312439136e-11 0.378584033023888 2.10879786793598e-10
"eIF3m" 4.79393069295283e-05 0.220894327423708 0.000161669194239821
"eIF4A" 1.45008668519129e-06 0.343398378707324 6.95917669858896e-06
"eas" 3.57713524072615e-17 -0.674493674310369 8.36900599028221e-16
"ed" 0.00195060784047803 -0.230696398639797 0.00477240218923055
"edl" 0.00176642329367397 -0.173692660179378 0.00434068568664303
"egh" 0.000106304138002925 -0.242515720902964 0.000333462421724258
