gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
A16,52.8133778580861,-0.0837583727974268,0.151748592256493,-0.551954858703757,0.580979281414746,0.708252125933836
AANAT1,849.783002209088,0.970179681668484,0.154676381485415,6.2723194863462,3.55708741314466e-10,3.75599258070168e-09
AANATL2,0.474787298710826,2.00863222180221,1.47414327735444,1.36257598067875,0.173016183024317,0.292840357583733
AANATL3,1.37037773625161,-0.720438296303294,1.04372554794716,-0.690256454601765,0.490032926727867,0.63048751531078
AANATL7,1.13481329000927,0.824852706409118,1.07987837107496,0.763838528952127,0.444963473274701,0.588952821518968
ABCA,447.908414780097,0.477043033023349,0.0979619581448812,4.86967637292248,1.11781171420366e-06,7.54306534956966e-06
ABCB7,120.982424349651,-0.136969227861723,0.133145541845443,-1.02871809272231,0.303612165423806,0.44489470179148
ABCD,996.912838368499,0.132628109775962,0.11918431626054,1.11279834408776,0.265795046757779,0.405419746872057
ACC,853.351576673831,1.06986883038581,0.442306754232772,2.4188390074251,0.0155701295901315,0.0417933115982446
ACXA,0,NA,NA,NA,NA,NA
ACXB,0,NA,NA,NA,NA,NA
ACXC,1.01704104705977,2.04153563316351,1.23674837247169,1.6507283766086,0.098794050807267,0.190882775519498
ACXD,2.6366097838554,1.21759896995169,0.642130726809685,1.89618549481524,0.0579355205383551,0.12529288942538
ACXE,0,NA,NA,NA,NA,NA
ADD1,175.494254447549,0.0837174497778273,0.10729378449601,0.780263741940621,0.435235649980795,0.578374374182783
ADPS,154.613602735737,0.409532938484022,0.223908262516337,1.82902110838425,0.0673964461360054,0.141355374809504
AGBE,187.841670815934,0.0453088356214317,0.172855831387825,0.262119219569603,0.793229529605767,0.867636663020433
AGO1,2765.00588169906,0.119783232087916,0.0743927751126884,1.61014603779024,0.107365978602443,0.204103445900282
AGO2,626.008016591465,0.124720845788717,0.0863585466249802,1.44422122260033,0.148676756966605,0.261417361678284
AGO3,2165.46931729616,0.257546590881284,0.0833381723020006,3.09037963957246,0.00199900805614438,0.00694108528229108
AIF,74.7531200512103,-0.190826042757787,0.134659371250129,-1.41710183989593,0.156453154711782,0.271373888990276
AIMP1,63.4260226781546,-1.21582629880344,0.164729599538975,-7.38073972258868,1.57412471424204e-13,2.24903316675439e-12
AIMP2,117.387365618993,0.0898725900306589,0.104983441187157,0.856064432775077,0.391962140625027,0.536166571307526
AIMP3,48.2174033450542,-0.591518843943388,0.165795164468563,-3.56776897468289,0.000360033723092908,0.00149859738524711
ALiX,142.526306464422,-0.0501972576002844,0.106858927327447,-0.469752587413361,0.63853179192457,0.754150443292545
AMPKalpha,173.462998461398,-0.159351123239228,0.10063456208377,-1.58346317547028,0.113315933521432,0.212737286959042
AMPdeam,2944.47319672995,-0.289602120682964,0.107885142336922,-2.68435592158323,0.00726696976107889,0.021615848619854
AOX1,173.584366236883,-0.308216815741058,0.118766457135971,-2.59515037472401,0.00945495423560761,0.0271407731161475
AOX2,0,NA,NA,NA,NA,NA
AOX3,235.607688456205,0.00110441578823836,0.123750065303086,0.00892456731665918,0.992879320050853,0.995427191945507
AP-1-2beta,60.1624469522752,-0.620637304966969,0.13446618801646,-4.61556406203019,3.92029086137383e-06,2.41439795509352e-05
AP-1gamma,1197.53487922806,0.101160291989843,0.0742560908866159,1.36231642121193,0.173098047460351,0.292935157240595
AP-1mu,65.55849103722,-0.336303674542694,0.139967916083822,-2.40271973715243,0.0162736542269356,0.0434449817132847
AP-1sigma,469.746339137244,0.437953562632633,0.0511587143722336,8.56068351221766,1.12200320888135e-17,2.08057223512695e-16
AP-2alpha,331.370301201434,0.199492510008107,0.1220111714149,1.63503478980405,0.102041754789633,0.195821998944198
AP-2mu,56.9326963245342,-0.0467143361119,0.136674897467041,-0.341791630925971,0.732507708263326,0.824489602088564
AP-2sigma,88.0580390792982,-0.147439046331218,0.112991865029335,-1.30486425985569,0.191939073078877,0.317099693494266
APC10,1.48549254637126,1.16255114277237,0.857534596868612,1.3556900759661,0.17519779829841,0.295517501075031
APC4,0.821511600181367,-0.742121300244755,1.20240088102907,-0.617199564599133,0.53710310288106,0.67026965036264
APC7,1.13291087476649,-3.30952321216458,1.05759785522733,-3.12928321082233,0.00175233323828912,0.00618310046397252
APP-BP1,60.7318241035927,0.362710865698668,0.132424124672267,2.73900897284638,0.00616246915414456,0.0187036634118558
AQP,161.721346095222,-0.21382878471688,0.141184799502719,-1.51453120640485,0.129891165205261,0.236337540278103
ARY,0,NA,NA,NA,NA,NA
ASPP,1136.51111147044,0.522217486860959,0.21996113026319,2.3741353130715,0.0175901029319956,0.0464775807414903
ATP6AP2,368.060986475112,-0.211414777186298,0.0824006699475914,-2.56569245517982,0.0102970080755482,0.0292174058342
ATP7,92.3525353012323,-0.0193332017226323,0.112740116131679,-0.171484670993698,0.863842682683885,0.917624821095423
ATP8A,1136.15160774011,0.478313592558952,0.0502124059724658,9.52580509329182,1.63767530288263e-21,3.58201953313904e-20
ATP8B,996.817406739702,0.276327275674122,0.0933043962620299,2.96156758678447,0.00306077308492267,0.0101192176983291
ATPCL,418.086045376565,0.571892922893844,0.227005096071113,2.51929552592374,0.0117589915970507,0.0328232014768624
ATPsynB,784.900973533309,-0.524363182075195,0.0738011264979969,-7.10508371561817,1.20249627106374e-12,1.60853397298136e-11
ATPsynC,3087.25642580897,-0.400993633845981,0.0570221879388911,-7.03223864850141,2.03245774435262e-12,2.67143227883007e-11
ATPsynCF6,852.362501926481,-0.50156665673189,0.0828185163045386,-6.05621398586204,1.393625888023e-09,1.38872307047498e-08
ATPsynCF6L,2.02850385543816,3.71444542814434,1.00553257680566,3.69400804491512,0.000220746813028568,0.000962316810932543
ATPsynD,938.047957740883,-0.475293230253822,0.0711420205135746,-6.68090710416541,2.37467728710886e-11,2.80846489174774e-10
ATPsynE,812.624074834568,-0.519740239098722,0.0703411721987024,-7.38884813620307,1.48106205160292e-13,2.12410544869128e-12
ATPsynF,1034.85852773336,-0.447641444491574,0.0661135867938959,-6.77079351158276,1.28077963044026e-11,1.5453922484439e-10
ATPsynG,1466.35328185663,-0.229046703981519,0.0794606621641912,-2.88251693030489,0.00394511934786172,0.0126301786412188
ATPsynGL,2.31516710666674,4.97193841863591,1.02431035783729,4.85393746201451,1.21033918990479e-06,8.11428581161022e-06
ATPsynO,736.234502019148,-0.564195593265586,0.0944871845551716,-5.9711335026196,2.35610839848136e-09,2.28217497766256e-08
ATPsynbeta,3162.41313274355,-0.320308385910977,0.109916081954832,-2.91411757237309,0.00356695541091936,0.0115765124049603
ATPsynbetaL,0,NA,NA,NA,NA,NA
ATPsyndelta,550.409010004592,-1.07338415043204,0.079470416602755,-13.5067135208,1.42753214518019e-41,6.4695756819566e-40
ATPsynepsilonL,0,NA,NA,NA,NA,NA
ATPsyngamma,642.110479978561,-0.684534330513459,0.131953830573963,-5.18768062689749,2.12929362223453e-07,1.5840378686748e-06
ATbp,0.744438869274426,0.318606903903657,1.21769866823658,0.261646754007747,0.793593794796601,0.867743459330858
Aasdh,77.6277603876975,0.14854280767507,0.139717742419736,1.0631635259953,0.287707799918637,0.428373692410897
Aatf,41.9388508769798,0.0638206090175218,0.163390275998768,0.390602247455676,0.696091264136137,0.797846638610261
Abd-B,685.412382684155,0.297010458677184,0.226234337760736,1.31284429064566,0.189235422158411,0.313318330126376
Abi,120.016714946415,0.046994904662614,0.11095893950156,0.42353419087926,0.671905558277657,0.779183941984423
Abl,1437.98901123515,0.679074362182488,0.152617982967014,4.44950423915156,8.60687312075606e-06,4.97529961521256e-05
Abp1,64.5826651814639,-0.595813224405586,0.131550902197291,-4.52914586258044,5.92226058530008e-06,3.53898799743934e-05
Ac13E,687.76897041397,0.660049086764278,0.0866222600231802,7.61985529571323,2.53960252555491e-14,3.84161503531871e-13
Ac3,371.544735923124,0.410441536014753,0.350748051044016,1.17018907102422,0.241924889956398,0.378749344093684
Ac76E,1209.52232027101,0.0728677411298607,0.146976253160265,0.495779008942381,0.62005033634459,0.739756204978156
Ac78C,173.513332042081,0.273251925428072,0.28659876313788,0.953430232692991,0.340372129497195,0.482655347584884
AcCoAS,746.65439168604,1.65696581664801,0.372201486924526,4.45179795045796,8.5154272786009e-06,4.92746634660614e-05
Acbp1,114.649008254916,0.00543442800798432,0.124463092901588,0.0436629677223375,0.965173058524954,0.979085930082167
Acbp2,755.901914258752,0.309240790215571,0.29514969363005,1.04774220298932,0.294757397712277,0.435638053232469
Acbp3,153.305058081716,-1.09537410390811,0.174611199221326,-6.27321791954294,3.53661364751073e-10,3.73785752110976e-09
Acbp4,0,NA,NA,NA,NA,NA
Acbp5,456.229918397096,-1.74282626128746,0.164960780781178,-10.5650946427038,4.32532158481275e-26,1.11377030808928e-24
Acbp6,1.87441127787521,-1.03708410039765,0.817002451305048,-1.26937697523557,0.204306644161805,0.332776635760962
Ace,1354.48447730824,0.549882362810433,0.309286608256167,1.77790550295987,0.0754193762794342,0.154214317496118
Acer,80.4428071818414,0.0467045077607719,0.308582511665732,0.15135176490936,0.879698237065913,0.926791947510432
Acf,204.405378630142,-0.255088531765216,0.135762248469098,-1.87893567351515,0.0602532771178898,0.129440582052653
Achl,77.9302281701902,0.214907629721361,0.139190942245688,1.54397711700252,0.122593876267542,0.226330229446187
Ack,167.809228506963,0.219855885613002,0.111112099358337,1.97868537164405,0.0478514409650556,0.107316134266563
Ack-like,183.243688826189,-0.121839618208559,0.0971688145159264,-1.25389631246957,0.209879695535764,0.339774843036675
Acn,586.20516275247,0.26632135893153,0.113628856477005,2.34378279592583,0.0190892845862989,0.0498344687471813
Acox57D-d,1.09220115903225,0.432851670184355,1.07665633219284,0.402033273981458,0.687659538458109,0.791321231809439
Acox57D-p,57.8322097146332,-0.0675239807245992,0.200564121905033,-0.336670288201255,0.736365463671648,0.827621710475332
Acp1,0,NA,NA,NA,NA,NA
Acp24A4,120.024238901166,9.71689740927014,0.887882451011233,10.9439007361879,7.10746323371286e-28,1.9593079911914e-26
Acp26Aa,6.74726185715474,6.52302844415233,0.896156862354585,7.27889136173501,3.36574577888156e-13,4.69629306339015e-12
Acp26Ab,61.2663833272409,9.7109850122575,0.839463052730231,11.5680910323259,5.97983490211897e-31,1.8664333179341e-29
Acp29AB,2.58648690357417,5.14123812527139,0.957701813736629,5.36830780889097,7.94788246513994e-08,6.31483228120866e-07
Acp32CD,90.3900157461552,7.82566491180134,0.61738411298103,12.6755203887823,8.08205307322551e-37,3.08315357978603e-35
Acp33A,182.924301772781,11.2888406398842,0.836178611516584,13.5005135080046,1.55289975311348e-41,7.00970286963175e-40
Acp36DE,153.989437607651,4.59510320442438,0.185726987751831,24.7411712215156,3.85867459536574e-135,9.50408329684649e-133
Acp53C14a,270.489503235163,8.82468893366539,0.488978165629022,18.0472044642592,8.2986103692776e-73,7.34556683468088e-71
Acp53C14b,188.656770454445,8.0136661076692,0.450665678631733,17.7818424779972,9.77153385630119e-71,8.26205064118601e-69
Acp53C14c,1.2096397485517,3.48632319855709,1.19297347392102,2.92238115496263,0.00347366159176997,0.0113061148620379
Acp53Ea,168.342179242766,8.98990639699747,0.651097042872647,13.8073218046482,2.30233208785763e-43,1.110017981082e-41
Acp54A1,60.4870372289335,9.21175800964714,0.843374168251077,10.9225043360644,8.99799816779787e-28,2.47444949614442e-26
Acp62F,111.58859522223,4.18489644038222,0.194836279346139,21.4790410411579,2.44501816185273e-102,3.69360743650553e-100
Acp63F,84.8919582051071,9.6982599148372,0.83967828859819,11.5499710383462,7.38453172279961e-31,2.29853693459669e-29
Acp65Aa,1.689803978704,-0.79447841200534,0.799197579158852,-0.994095118307942,0.320176561761442,0.461526774142129
Acp76A,0.828128238656742,3.5003762972863,1.64695517376097,2.12536221571403,0.0335564005334759,0.0802605062369184
Acp95EF,549.343457047027,12.8754654603182,0.839804877414522,15.3314964065908,4.71009577076707e-53,2.91614126135469e-51
Acp98AB,642.173998832572,13.1002181130757,0.834245905336077,15.7030655221476,1.44106778456036e-55,9.49261511573771e-54
Acph-1,56.7046686272802,-0.676644931337976,0.149009058332077,-4.54096508569315,5.59973053914337e-06,3.36756618941053e-05
Acsl,1517.53278112634,0.664921356259925,0.12818447349871,5.18722227514252,2.13453906618608e-07,1.58689813778795e-06
Act42A,220.869784813987,-0.844367394444253,0.150987195504887,-5.5923112660035,2.24066660378751e-08,1.92469693865902e-07
Act57B,1260.5372030894,0.0307659977096837,0.102640388861088,0.299745529523684,0.764371266907367,0.847809714096471
Act5C,1663.6773880763,0.158777285808282,0.0813500572487078,1.95177841513817,0.0509645180187296,0.112966253376693
Act79B,757.31161606674,-0.561396621777679,0.13550719354228,-4.14292855679662,3.42898789911288e-05,0.00017660162753983
Act87E,539.370806219939,-0.246670058987177,0.133053982996483,-1.85390961947901,0.063752091454958,0.135282239835228
Act88F,53.677417082855,-0.123053551067853,0.250468027072153,-0.491294447863419,0.623218206189674,0.741552433955997
Actbeta,447.97025652476,0.550514083185272,0.233159642541712,2.36110365063193,0.0182206371835481,0.0479312327117716
Actn,1880.04983839191,-0.0611577587721004,0.110011557773189,-0.555921214189055,0.578264715169802,0.705854258012698
Actn3,0.608839175716292,3.06480414301105,1.60747594334637,1.90659409597812,0.0565731702312431,0.122932749939938
Acyp,1.22163477131668,4.07015289839624,1.13170424203327,3.59648108332934,0.000322551028054831,0.00135956218298409
Acyp2,71.2800499923698,0.0871121112991714,0.134831226871045,0.646082612468452,0.518225855254431,0.653550638917264
AdSL,2.25455597681433,0.00746281160878157,0.648678661479783,0.011504635579899,0.990820831380901,0.994510663021142
AdSS,696.988189727265,-0.649277686750774,0.116025990832541,-5.59596761115246,2.19394660593844e-08,1.89029772207472e-07
Ada,0.592954542634544,0.170363753188859,1.91924576347931,0.0887659915320143,0.929267885790299,0.957745281103589
Ada1-1,0.748819969142846,0.311666523594345,1.22013042474102,0.255437055969241,0.79838555327949,0.871035947872569
Ada1-2,0.131808815527578,-0.323466830365555,3.11653965008542,-0.103790378651749,0.917335701954465,NA
Ada2a,0.163787575827192,0.638318186227342,3.11653965008542,0.204816321271525,0.837715634801269,NA
Ada2b,191.130170177088,-0.063764353311039,0.140785575829706,-0.452918226425185,0.650607625955996,0.763953197438225
Ada3,1.90775694455967,-1.43632775795834,0.801539803375358,-1.79196061369607,0.0731392753441093,0.150564636567603
AdamTS-A,1455.54089712782,-0.614703466487039,0.102344833143208,-6.00619931273816,1.89922698388351e-09,1.85983074566985e-08
AdamTS-B,295.620397347498,1.89878378586545,0.336781043064138,5.63803641852797,1.72000138528368e-08,1.50135714139168e-07
Adar,1136.53543603841,0.111007990558497,0.0693347498810187,1.60104407600793,0.109367157231668,0.206964732677883
Adat1,0.627268750368262,3.09763486109346,2.1410118099662,1.44680886236791,0.147950463951937,0.26068697057514
Adck1,2.67477072417798,0.928329912127223,0.669850691956264,1.38587587245164,0.165784809372905,0.283694591480897
Adck5,56.6320733778664,0.770100954249306,0.161468855959788,4.7693466933406,1.84824337060487e-06,1.19866041150276e-05
AdenoK,152.859786864494,0.135476664929767,0.204598796476354,0.662157682562052,0.50787017139536,0.644724822622905
Adf1,130.247130550229,0.261070009773785,0.0971861179479364,2.68628910472217,0.00722505431783855,0.0215081096744905
Adgf-A,52.6617828497554,-1.05868877737496,0.32798359635208,-3.22787111657405,0.00124715150891631,0.00456402667830162
Adgf-A2,0.890585775867841,-0.181369612434296,1.36768694433844,-0.132610472875447,0.894501449421043,0.934332204475009
Adgf-B,0.604155160365285,3.05580140492685,1.66481358183134,1.83552166937837,0.0664284313756753,0.139635274116216
Adgf-C,0.836654263556379,1.63621478591808,1.54777500420872,1.05713994700061,0.290447722274045,0.431180908459766
Adgf-D,4.64928666020135,0.534065700981389,0.92775139335499,0.575656048383898,0.564847688674899,0.693781425081112
Adgf-E,1.43599348225091,4.298271400182,1.13498588329996,3.78707036221879,0.000152433944986926,0.000688352569430796
Adh,219.755252855922,0.687484498744021,0.26872453047579,2.5583243090119,0.0105177952385529,0.0296947820574938
Adi1,162.123397821325,-0.543287949759133,0.144331355851669,-3.76417131643575,0.000167102299092771,0.000748032022410549
AdipoR,540.480639326723,0.264181462730254,0.282625165449376,0.934741470421445,0.349921549433026,0.493707555591837
Adk1,1100.519736666,-0.0775072484547573,0.0861781404439873,-0.899384090390465,0.368448110458525,0.513029014562504
Adk2,230.786734556061,-0.342415854098801,0.112156539820767,-3.0530172796522,0.00226552892376393,0.00775950505025556
Adk3,195.954883804854,0.453438266526658,0.102267704225229,4.43383637055182,9.2570895259957e-06,5.32400123500159e-05
AdoR,82.3311376501122,0.130375694650231,0.53939881558281,0.241705563460244,0.809008318351108,0.878817281583706
Aduk,56.1955626899024,-0.213169130771267,0.135488834622868,-1.57333356187335,0.115641601944102,0.21624349728118
Ady43A,272.1863996748,-0.080484827725412,0.120970798324741,-0.665324432342374,0.505843006783182,0.642799603729638
Ae2,1167.6097443777,0.469279145181762,0.137843164653454,3.40444262406162,0.000662992267811263,0.00259740746690927
Aef1,171.349002504689,0.0861496341726509,0.100058686561361,0.860991055682303,0.389242969277367,0.533461091316387
Afti,209.072432726226,0.232428334176089,0.119190965531545,1.95004993154934,0.051170168020987,0.113334539626478
Ag5r,256.309488187253,-1.09472483683728,0.144088577901835,-7.59758235370394,3.01714214304306e-14,4.53973711562788e-13
Ag5r2,45.5444447999838,-3.49062459625911,0.287660416637346,-12.1345322274901,6.93049078410299e-34,2.36513435493635e-32
AgmNAT,0.311067906538284,-0.376547256656277,2.37430137110948,-0.15859286493202,0.873989650607435,NA
Agpat1,137.778701102591,0.585579846878471,0.194300822239487,3.01377956165676,0.00258015203268718,0.00871849762312728
Agpat2,110.313211244708,0.536049586411661,0.148847308487447,3.60133879382085,0.000316582701735552,0.00133739075714534
Agpat3,155.475440690489,-0.284704599700739,0.111206041075662,-2.56015407928274,0.0104625764925011,0.0295706546312968
Agpat4,67.6640798792664,-0.743000228294497,0.217297935992147,-3.41926960742668,0.000627894798226331,0.00247617405635375
Ahcy,177.391935047841,-2.21027905801025,0.13609972082811,-16.2401439515205,2.62307910217663e-59,1.83453618689266e-57
AhcyL1,219.276405792583,0.201042862798447,0.100702527420239,1.99640334705286,0.0458900367923306,0.103613813642309
AhcyL2,3.74619401755458,1.38895800162496,0.693544638461128,2.00269445483257,0.0452100943576016,0.102384643028508
Ak6,2.28348443360427,0.00599773892561728,0.652322421982952,0.00919443931941684,0.992664002183359,0.995427191945507
Akap200,535.381088240056,-0.344040875172051,0.205604850509887,-1.6733110834635,0.0942660716771815,0.183763694442957
Akh,7.22119780175461,0.337523075106316,0.775015930986771,0.435504693015242,0.663196133291384,0.772966998270896
AkhR,134.092419717106,1.27607932797822,1.05345122907443,1.21133213646672,0.225768136972387,0.359111749529291
Akr1B,267.006565463043,0.248485038040363,0.271038111603814,0.916790028420737,0.35925267887451,0.503754065798045
Akt1,521.636237011052,-0.102460931775069,0.0779550563617592,-1.31435902373782,0.18872541304986,0.312664044007479
AlaRS,93.0480736044484,-0.797008943113733,0.147900353471526,-5.388823788492,7.09202984099316e-08,5.67462557192461e-07
AlaRS-m,1.82242148034641,0.654027891124982,0.900906129628326,0.725966745719451,0.467859156916309,0.610286772299882
Aladin,1.84020046012247,-0.646686898735634,0.751382890610544,-0.860662262631721,0.389424083139292,0.533580222755856
Alas,478.10576425049,0.654806355460156,0.398296117675518,1.64401892562159,0.10017229314122,0.193117292256071
Ald1,3737.87952475962,0.154964151450008,0.130013098471541,1.19191184020531,0.233295815060727,0.368802119815994
Ald2,0.699134851249338,3.26977291370032,1.60919609892172,2.03192943103163,0.0421608005610968,0.0967358992217955
Aldh,662.344642504319,0.263071822020972,0.14865225776137,1.76971292587617,0.0767749755138071,0.156196888592465
Aldh-III,1229.08629709231,1.4725040537225,0.149300245519319,9.86270349791197,6.04007654691345e-23,1.39376919096801e-21
Aldh7A1,2.40039860066317,2.9759459778848,1.27569621521283,2.33280144786532,0.0196585686558435,0.0511086697729937
Alg-2,366.652596484419,-0.129480585840186,0.0727701353483195,-1.77930939966536,0.0751890507618043,0.153882215522262
Alg1,62.8955552939264,-0.918506025542725,0.164315116243481,-5.58990582571655,2.27192794594214e-08,1.94859527838943e-07
Alg10,0.598755463822973,-1.68489528829646,1.47610329631605,-1.14144809005,0.253683502154146,0.391478354590912
Alg11,86.5281321793605,0.0649173325384985,0.112618849472289,0.576433988117345,0.564321876663162,0.693474789799245
Alg14,2.1610199725587,0.102521132448888,0.763350706616216,0.134304103684327,0.893162108372626,0.933707943150199
Alg2,1.9519374502771,-0.731491843888944,0.900878905445089,-0.811975771069412,0.41680553434364,0.560589589757056
Alg3,1.35545781734229,0.145678317181853,0.866330707999272,0.168155550572929,0.866460908437404,0.919504208750767
Alg9,30.2260770240836,-0.761158473934137,0.20244284311029,-3.75986852506048,0.000170002677169192,0.000760414659426351
Alh,654.399831344613,0.380696294468632,0.0788493499521496,4.82814753323472,1.37808984844241e-06,9.15226142019491e-06
Alk,1455.89807747796,-0.0601728964880664,0.0733264060934737,-0.820617014985846,0.411864452752225,0.556321441306952
AlkB,44.0785194133831,0.294324353122306,0.188243857633568,1.56352699536806,0.117928691197928,0.219650184328871
Alp1,0,NA,NA,NA,NA,NA
Alp10,4.33151556478055,-1.65011871710276,0.604978192943721,-2.72756726829038,0.00638032470270795,0.0192805568553993
Alp11,0,NA,NA,NA,NA,NA
Alp12,1.33872734769181,-0.596870702551157,1.30789193422963,-0.456360871208159,0.648130498254274,0.762150342005285
Alp13,0,NA,NA,NA,NA,NA
Alp2,2.40902246993224,-0.427708269097411,0.639794795025642,-0.668508516203651,0.50380904760651,0.641236608131391
Alp4,128.35618277438,-1.0834197421621,0.18313314784097,-5.91602205791233,3.29820998338608e-09,3.14022849678692e-08
Alp5,1.91738760360642,-4.05654675647841,1.02294566099327,-3.9655544875566,7.32255218611473e-05,0.000351842732267515
Alp6,1.85934345226837,-1.36084755570065,0.884163074771517,-1.53913638165936,0.123771004799224,0.227946275093498
Alp9,1.55238379867205,-0.591014809552574,0.826017100855632,-0.715499484139457,0.474300459496097,0.615926380458218
Alr,72.715267679106,-0.105551441118584,0.171891970923097,-0.614056843677747,0.539177765006058,0.671601151881996
Als2,119.461672582291,-0.374551561234824,0.104276872200627,-3.59189485962134,0.000328282301501647,0.00138115056665936
Ama,0.894177817298306,-0.945949318681258,1.16000978121218,-0.81546667450749,0.414805232823858,0.558628704135779
Amacr,2.95447980871193,1.4210168996987,0.710811943844206,1.99914606388516,0.0455925523435139,0.103168288007192
Amnionless,0.377099912338573,-0.790322648780448,2.39633604466895,-0.329804599208301,0.741547611980698,NA
Amph,2451.56059358278,-0.0456933296734901,0.0692908565790646,-0.659442413175418,0.509611714031116,0.646250662123493
Amt,0,NA,NA,NA,NA,NA
Amun,345.214805248367,0.095133993298595,0.0886614432728806,1.0730029851397,0.283269776774574,0.424193308334117
Amy-d,69.0745067846595,-1.88022410375412,0.309685485182167,-6.07139886665374,1.26800806136765e-09,1.26912820983176e-08
Amy-p,716.282819985489,-1.54255664465189,0.127612709945701,-12.0877978792884,1.2252695038257e-33,4.1316379399837e-32
Amyrel,0,NA,NA,NA,NA,NA
Ance,181.70024371247,-0.737499590650063,0.0917509008865017,-8.03806375222811,9.12691451654058e-16,1.52070502165301e-14
Ance-2,0,NA,NA,NA,NA,NA
Ance-3,331.821824239536,0.9068607497383,0.102580386215326,8.84048874445366,9.53007890978132e-19,1.871330919373e-17
Ance-4,2.0319783445855,1.45042554071069,1.35993434583194,1.06654085556123,0.286179220308434,0.426689112527248
Ance-5,1.80814635639144,0.809491077306208,0.995757485792891,0.81293998674952,0.416252467020473,0.559999937054283
Andorra,0,NA,NA,NA,NA,NA
Ank,2275.5972152807,0.0209625678699711,0.0568922270316351,0.368461017676717,0.712529507040383,0.809806331103173
Ank2,1764.74707903349,0.353354090640949,0.272289543849223,1.29771450510275,0.194385457410527,0.320261559891131
Ankle2,272.879491166674,-0.564985394891297,0.175348279193684,-3.22207550304632,0.0012726559348024,0.00465135217461651
Anp,230.889060036749,11.6250133978088,0.844276674519882,13.7691988285945,3.90519851028392e-43,1.87482623396258e-41
Ant2,82.8687196112152,0.601226680603353,0.126100168651306,4.7678499325871,1.8620239398572e-06,1.20552749934755e-05
