"primerid" "Pr(>Chisq)" "coef" "FDR"
"CG42465" 6.63598267908969e-45 0.327859780226125 5.73020524949023e-44
"CG42467" 3.24378833442731e-08 -0.130371147945553 5.95049739140673e-08
"CG42470" 9.34317815035193e-13 -0.0658541581329557 2.20198256013922e-12
"CG42471" 1.92426615804665e-16 -0.0248351769816212 5.49340604628451e-16
"CG42481" 2.98720361983322e-101 0.665505457256685 8.07123145797518e-100
"CG42489" 3.18994805247959e-06 0.0461185370776443 5.16808605175417e-06
"CG42524" 6.69629800316078e-05 -0.0193619953708537 9.91307742567599e-05
"CG42541" 1.16431395880701e-12 -0.0470183085348616 2.72562708746995e-12
"CG42542" 6.23126782395981e-11 -0.139313268417468 1.32739316616194e-10
"CG42562" 1.28097757666187e-12 0.0579152788182514 2.99371322045753e-12
"CG42564" 1.64784342905566e-15 0.0192303549850606 4.5164713880138e-15
"CG42598" 1.49267423422788e-24 -0.0752516571093834 6.39194242632553e-24
"CG4266" 0.00622498233495647 -0.0243785543895584 0.0078054568918556
"CG42663" 2.05334169038245e-48 -0.33713951191204 1.95440795439129e-47
"CG42668" 0.000110592382388818 -0.0890350185253134 0.00016079246146686
"CG42671" 0.000193469158649338 0.0148262667286772 0.000275782449429349
"CG42672" 5.57946782149664e-20 0.0458128910528308 1.8997407509291e-19
"CG42673" 6.70429228174761e-16 -0.0881197816508987 1.87183840506393e-15
"CG42674" 8.3294223098654e-09 -0.065373534219641 1.58489871120928e-08
"CG42682" 1.2595219025803e-22 -0.169290895459416 4.91143177654217e-22
"CG4269" 7.08012311106285e-70 0.2786004427914 1.15826389020044e-68
"CG42699" 6.07308852805614e-07 -0.0399856381589458 1.02268173524323e-06
"CG42700" 6.34294638079468e-09 -0.0581525031183903 1.21575558090472e-08
"CG4271" 2.93088578741538e-13 0.0347139165639634 7.09511542063329e-13
"CG42714" 5.16095841554108e-24 0.105512448499963 2.14425534169504e-23
"CG42724" 1.66057992796021e-17 -0.137767105200559 4.94982828348568e-17
"CG42747" 4.80733271381873e-31 -0.175735064437932 2.63177900725135e-30
"CG42748" 1.28163920370124e-71 -0.667453549797351 2.14700199404031e-70
"CG42782" 5.50372186204894e-245 0.89726231273934 7.9481335028486e-243
"CG42784" 1.27128013942179e-31 -0.110865906126151 7.09882829853128e-31
"CG42789" 2.94615856376626e-20 0.315779275069832 1.01802904827171e-19
"CG42798" 1.45385209645194e-10 0.111107013457945 3.0247057029015e-10
"CG42806" 8.51565706069695e-08 0.0563175737492634 1.5150200412149e-07
"CG42808" 3.07083704465138e-10 0.0310464218503761 6.27962184716795e-10
"CG42813" 2.51479246679263e-25 0.106327201585193 1.12042030329016e-24
"CG42818" 5.80044200992031e-18 -0.209742595845286 1.77574935215982e-17
"CG42821" 5.14843741057281e-13 0.118728071413196 1.23704279262644e-12
"CG42824" 4.37699937253058e-27 0.159423553174291 2.06894733320069e-26
"CG42852" 1.24892486158845e-43 0.435675095383157 1.03165627619969e-42
"CG42866" 6.31833658420426e-30 0.222989539325236 3.33264403207147e-29
"CG42869" 1.51831748829408e-54 0.303280087602014 1.69114724494032e-53
"CG4287" 1.79464313273249e-14 0.0524853704249306 4.6509687127993e-14
"CG42878" 1.55840933354112e-13 0.080412877677096 3.84597424211563e-13
"CG4293" 1.80869728640266e-11 0.075854092920252 3.97211548791523e-11
"CG4294" 2.90024331019588e-39 -0.370485952890989 2.10871857345492e-38
"CG4297" 1.91567184570039e-279 -1.42396698124952 3.64674258626966e-277
"CG43050" 1.55044611769842e-10 -0.0956841502623257 3.217675094609e-10
"CG43056" 2.14546950821252e-12 0.0945346320017117 4.95053790655319e-12
"CG43057" 5.31878330458949e-28 0.385267917139584 2.62059582113185e-27
"CG43060" 4.77262129195512e-59 0.0965460740676914 6.00658659667727e-58
"CG43061" 9.43664967620593e-56 0.508825739422072 1.08573320999864e-54
"CG43063" 2.48736240891062e-25 0.182492923041548 1.10937952806365e-24
"CG43094" 4.22048990478855e-08 -0.0366055674383938 7.71178521869741e-08
"CG43095" 1.49022703797059e-10 -0.0434864630904704 3.0973056253205e-10
"CG43101" 1.29061605363875e-176 0.862326686967207 9.00850005439844e-175
"CG43103" 9.6026728173436e-25 0.148986417633128 4.18916601656615e-24
"CG43111" 8.87850078063291e-31 0.333592206258443 4.77319143379854e-30
"CG43114" 1.47081798803098e-31 0.153840746168019 8.18032633980575e-31
"CG43120" 2.91803867619672e-05 -0.0467735360257796 4.42941137220437e-05
"CG43123" 1.83918632310753e-40 0.427806351492301 1.38285679015697e-39
"CG43125" 6.21120661863106e-06 -0.0899679139467035 9.88693778746746e-06
"CG43134" 1.74717702711695e-05 0.0442623496633198 2.70255564878286e-05
"CG43145" 7.02379796946737e-20 0.298915742108447 2.37031957261316e-19
"CG43147" 2.45753515516516e-124 0.568458630648796 8.94970193898409e-123
"CG43185" 1.34906423265129e-13 0.136607604756508 3.34312485582462e-13
"CG43235" 1.64886935911723e-27 0.235028340988865 7.97397791683943e-27
"CG4325" 9.03975963773347e-05 0.0418193861906833 0.000132233717648717
"CG43251" 3.84990585606492e-35 0.344542609298791 2.44294026139392e-34
"CG43254" 0.000585098327191602 0.115189857423593 0.000801567482590262
"CG43267" 2.9003292214737e-17 0.109543465535092 8.5599568566116e-17
"CG43272" 2.10987270472611e-40 0.483339735133167 1.57788337274874e-39
"CG43307" 1.43794588073799e-42 0.267590932865932 1.15366232730473e-41
"CG43319" 8.93516447547068e-18 0.122641419257957 2.70966465049031e-17
"CG43340" 1.24835060869874e-28 -0.384180512248575 6.26118844219201e-28
"CG43350" 3.98260432174977e-44 0.487227158826654 3.35596517092315e-43
"CG43354" 2.31031104072881e-35 0.355668193623645 1.47944688663185e-34
"CG43362" 7.21809976764746e-08 0.0464988273511408 1.2913029400644e-07
"CG43367" 0.00560397670215364 -0.0266909865227121 0.00705423938341432
"CG43392" 2.99865216699675e-127 0.667705075102609 1.16281067364652e-125
"CG43396" 1.01513713948106e-09 -0.0703352929053546 2.01966476966589e-09
"CG43407" 1.36235291619763e-13 0.170902485943694 3.37405914431441e-13
"CG4364" 1.18888810285034e-27 0.126635317896204 5.80310416636039e-27
"CG43658" 9.23053057487516e-07 -0.0231353574382615 1.54075177551125e-06
"CG43679" 4.07278028588832e-39 0.448145074335355 2.94590739849746e-38
"CG43693" 0.00140214051639825 -0.0856758309747133 0.00186773679474423
"CG43707" 3.02822328147219e-11 -0.102824149028129 6.54734078616703e-11
"CG43736" 1.16281824603106e-25 -0.259978829745377 5.26473817770601e-25
"CG43759" 1.14609858309375e-83 -0.580923381386645 2.28564803142695e-82
"CG43788" 9.03157748234163e-101 0.590357355429851 2.40918767490744e-99
"CG43789" 6.89239941504077e-33 0.274373511336096 4.05982682843752e-32
"CG43795" 6.84833348374916e-177 -1.21821338347996 4.94496907412784e-175
"CG43798" 1.78570456740866e-05 0.0713483189161808 2.757570327547e-05
"CG43829" 1.26771289918988e-24 -0.258158309165636 5.46774626344719e-24
"CG4390" 6.56381078419445e-14 0.067371724707876 1.65697646559412e-13
"CG4393" 2.71612209156895e-10 -0.06349773062168 5.56785086612373e-10
"CG43931" 5.95881976772192e-14 -0.195127290489931 1.50788744333652e-13
"CG43993" 4.25921934659642e-32 0.195548159513736 2.43350758847828e-31
"CG44008" 4.39130498120621e-18 0.0899522643942245 1.35425517388009e-17
"CG44088" 5.11100601176127e-52 0.499976813894696 5.3246002928498e-51
"CG44102" 0 -1.84072622985382 0
"CG44139" 1.25361433584615e-42 0.255549135656668 1.00770380777806e-41
"CG44153" 2.90821937750462e-05 -0.0428607261096459 4.41610687200484e-05
"CG44198" 3.96260120545308e-22 0.287879861589534 1.50593229114678e-21
"CG44242" 2.75182990322932e-16 0.0836705132575024 7.81333127777926e-16
"CG44245" 5.39738691467962e-07 -0.0836021169984068 9.11461951559608e-07
"CG44325" 8.20445473477633e-33 0.0741848838943932 4.80563026982423e-32
"CG44388" 4.05639274999294e-125 0.746047563446933 1.50337812716552e-123
"CG44406" 5.78664029450213e-07 -0.0191817946676898 9.75229358284704e-07
"CG44477" 0.00179671354459762 -0.053771920679011 0.00237036163882014
"CG4452" 1.17233181658787e-08 -0.0919132284029605 2.20265843331988e-08
"CG44569" 1.29479023446098e-10 -0.0514980993592645 2.70318120733928e-10
"CG44574" 1.36828736996081e-40 0.281319975923875 1.03811367851374e-39
"CG44774" 6.27741807405534e-07 0.0213100874466748 1.05539248872516e-06
"CG44837" 3.41172191407706e-14 -0.0688961341961438 8.72833926460277e-14
"CG4496" 0.0031234618552252 -0.02914903836611 0.0040249409999025
"CG45011" 4.27283312099556e-20 -0.0715932119697428 1.46437194032156e-19
"CG45012" 8.12593987864954e-21 0.120945671455288 2.89629244355611e-20
"CG4502" 1.30698732573716e-14 -0.125946225628537 3.41038188173658e-14
"CG45049" 2.27374186568988e-06 0.0534679995746915 3.69803143048902e-06
"CG45050" 1.02917051731409e-12 -0.194238325724785 2.41872397671796e-12
"CG45546" 2.10300288731322e-16 0.137231146736817 5.99141230752909e-16
"CG4572" 5.82155753346289e-14 0.0745657357096689 1.47582826574713e-13
"CG4598" 2.25834742170448e-13 0.0565767800937426 5.52450876290793e-13
"CG46042" 3.05776572020484e-15 0.0732060301867291 8.24592584431285e-15
"CG4615" 9.59717404600732e-18 -0.12879843473476 2.8968394981976e-17
"CG46281" 7.73673958954068e-15 -0.0580597365887632 2.05072565829091e-14
"CG4631" 1.76591161273406e-22 -0.0900538268641521 6.84427014134303e-22
"CG46339" 2.4461053488633e-57 -0.441594143363657 2.93532641863595e-56
"CG46385" 1.00525176804305e-14 0.00533279053060122 2.64115081842176e-14
"CG4645" 1.86077915489931e-16 0.089502490824853 5.31578656256365e-16
"CG4658" 1.9979114559333e-05 0.0634475918814382 3.07732739148535e-05
"CG4666" 7.55282309977185e-11 0.185459458089216 1.60158091857441e-10
"CG4686" 6.36829308716474e-12 0.0469261514503124 1.43312259264083e-11
"CG4716" 9.0580610038399e-21 0.107782680416966 3.22030216333459e-20
"CG4733" 0.000298178413732346 -0.0282830498377043 0.00041975502410456
"CG4741" 3.84219168460154e-53 0.350348256414483 4.11537053071899e-52
"CG4783" 2.17361795270894e-22 0.121317006191944 8.38223939773946e-22
"CG4789" 1.99758759702351e-05 0.0479530230187526 3.07732739148535e-05
"CG4797" 0.00128351271759724 -0.0362203318786432 0.0017151727062212
"CG4825" 0.00113745450088609 0.0121217223723803 0.00152730344652483
"CG4829" 8.51062518041559e-14 -0.100096337691637 2.13172836456821e-13
"CG4839" 3.00820707072331e-161 -1.29792275821504 1.77441848059003e-159
"CG4847" 2.70960796025179e-43 0.51664120938881 2.2163746362372e-42
"CG4858" 0.00426127922999262 0.0323872013315519 0.00542768777834827
"CG4887" 6.18235473136353e-06 -0.0727657995264874 9.84849814186019e-06
"CG4896" 9.86414569087436e-110 -1.00587285099693 3.03757662892513e-108
"CG4911" 0.000837974346563861 0.0285092453830274 0.00113684371992532
"CG4968" 0.000144752081892095 0.0397234803563565 0.000208323614764294
"CG4972" 0.00358361451840891 0.0315225237925334 0.00459527789439575
"CG4984" 1.65339093899665e-09 -0.0464908420181874 3.26007591926457e-09
"CG4991" 0.00289434448944735 -0.04902473640547 0.00374005390984434
"CG5001" 2.8758554941978e-05 0.0243008285466404 4.36945815594426e-05
"CG5009" 0.000697564453053571 0.0225289418965112 0.000951906135349741
"CG5021" 8.92319032831626e-29 0.205799379825009 4.50244832469741e-28
"CG5039" 0.000577704990561509 0.0378271244653499 0.000791956955964518
"CG5059" 0.0015194369739876 0.0562231268476229 0.00201437228460274
"CG5078" 0.00187705626941761 -0.02977664824152 0.00247360341608588
"CG5089" 2.2035668349357e-10 -0.101408511223563 4.54160329956236e-10
"CG5110" 0.000498511273673871 0.0373644018463107 0.000686764873074399
"CG5112" 1.02817709206565e-29 0.195414507693291 5.35572843478973e-29
"CG5151" 1.8814454146342e-10 -0.0371348896824481 3.88726857251505e-10
"CG5162" 1.66984629902345e-80 0.618886120223311 3.2376464353288e-79
"CG5174" 1.24941231589887e-17 0.0959037558933523 3.74287466307903e-17
"CG5191" 5.76383331928822e-18 0.0597461749586796 1.76583276819159e-17
"CG5214" 1.65524558401691e-15 0.080841282282532 4.53379235177424e-15
"CG5267" 1.23805551520929e-10 0.0664407427987845 2.58989835049775e-10
"CG5273" 3.38995343691992e-06 0.046627980091701 5.48151544162958e-06
"CG5276" 0.00172834932342566 0.0357080523323377 0.00228410443878406
"CG5326" 4.69917366604371e-92 0.481426413706376 1.13104248927535e-90
"CG5335" 5.1277201659696e-05 0.0462483836437376 7.6559329964637e-05
"CG5355" 0.000654202081612741 0.0430129283376391 0.000894481984261887
"CG5382" 0.000260727767196976 0.0342976500469807 0.000368521056031365
"CG5402" 1.89182806009431e-82 0.609534161429891 3.7197070026643e-81
"CG5446" 7.72257898447168e-05 0.0300846229110919 0.000113481265919184
"CG5510" 1.11824696369501e-06 0.0522106791041101 1.85841995395028e-06
"CG5521" 4.66437986332703e-08 0.0367946078656352 8.50061917650723e-08
"CG5532" 1.16521522602076e-25 0.202204660753021 5.2698934844222e-25
"CG5535" 7.31636839241272e-09 -0.0926540653652925 1.39849159413165e-08
"CG5541" 7.94494563216507e-12 0.055473033585628 1.77553000573678e-11
"CG5554" 1.45337481269741e-07 0.0448425626287809 2.55101999814617e-07
"CG5567" 1.43753710149839e-09 0.0374977787097543 2.84115402599116e-09
"CG5577" 2.52620203243069e-11 0.0374006757886921 5.49882230344061e-11
"CG5590" 7.33655978029999e-10 0.116447619268576 1.47223346238123e-09
"CG5612" 1.44212290567768e-24 0.0796946062754144 6.19447254254165e-24
"CG5639" 8.08061927944213e-35 0.0573185941284448 5.05854014085256e-34
"CG5676" 1.38649173834528e-09 0.0447380905450112 2.74285658960323e-09
"CG5728" 6.6049567374061e-10 0.0722826834833479 1.32860513046382e-09
"CG5731" 4.81054268603595e-07 0.0378134057503342 8.1830027494389e-07
"CG5746" 0.00251598590892983 -0.0249478853695244 0.00327539601697175
"CG5773" 9.13135058629709e-35 0.246850159811455 5.69078813324587e-34
"CG5861" 0.00534909111839806 0.0237518788121072 0.0067475884348949
"CG5862" 7.22717631707134e-25 0.172521948076052 3.16604753304338e-24
"CG5885" 9.94045950433622e-11 0.118290922417664 2.08989178735743e-10
"CG5903" 8.29047976730696e-18 0.0880870471797244 2.51598038155663e-17
"CG5928" 3.91423117405526e-23 0.0959592239595493 1.56718930754717e-22
"CG5938" 0.000135279503456903 0.0324988140933995 0.000195429651768716
"CG5945" 1.3872916891359e-07 0.103686116054247 2.44116705634502e-07
"CG5946" 4.12752950249596e-15 0.115104689879253 1.10808292028545e-14
"CG5953" 1.85160580727739e-09 -0.111151296345397 3.64233213756585e-09
"CG5958" 6.56478469976798e-13 0.0385183973304679 1.56478761084965e-12
"CG5969" 4.38449507566875e-07 0.0480924101731509 7.48563610962117e-07
"CG5973" 5.54689678518528e-13 -0.118760538632648 1.33049276840527e-12
"CG6028" 3.36695402643677e-12 0.0726818303202168 7.68855150638888e-12
"CG6051" 9.3385132212267e-35 -0.284633638705757 5.81124715757762e-34
"CG6071" 8.84881647534044e-11 0.191564840098098 1.8678852519519e-10
"CG6115" 0.00438729615984184 0.0140325357961372 0.00557632665172007
"CG6125" 2.08593028233442e-35 0.114826432549993 1.33780643528584e-34
"CG6145" 1.13636281071571e-15 0.131780285121185 3.1475446106332e-15
"CG6149" 3.42583235161056e-12 0.0773115358611134 7.81448033145154e-12
"CG6168" 1.99066325369408e-25 0.391803906926211 8.9260146750223e-25
"CG6175" 2.84974814358048e-05 -0.0659458941048998 4.33647469616088e-05
"CG6178" 8.85110695634165e-10 0.048580852109217 1.76516361586471e-09
"CG6180" 4.35297470354342e-09 0.0604185015585777 8.42044252121933e-09
"CG6230" 2.7243584200993e-07 0.0577235071776498 4.70499507768077e-07
"CG6287" 0.00135407944957078 -0.0396418112528201 0.00180601424675236
"CG6340" 1.70007569225046e-16 -0.0907126380864722 4.87331759010604e-16
"CG6357" 2.4145830957498e-11 0.0771228686222235 5.26406767568984e-11
"CG6398" 1.08809361138642e-27 -0.269415510698311 5.31731160383467e-27
"CG6403" 1.59000865538118e-06 -0.044110628999503 2.61545807098837e-06
"CG6409" 1.36845675179597e-09 0.0630809354476302 2.7097384758967e-09
"CG6426" 1.56114423069015e-29 0.186029837878803 8.09167331451777e-29
"CG6484" 2.7348945976658e-16 0.0734697989822271 7.77051463705859e-16
"CG6523" 9.49376573671404e-14 0.0517940882231794 2.3694809836328e-13
"CG6617" 0.000543018669058236 0.0361986105844956 0.00074636107187919
"CG6621" 4.63291616378082e-05 -0.0366115113313268 6.93695133854632e-05
"CG6678" 9.07569069466757e-09 -0.0343777624334724 1.71908605288412e-08
"CG6688" 1.66944387062291e-21 0.0464353039709264 6.09027084509471e-21
"CG6700" 7.31354329858136e-127 -0.964993620893338 2.81001094811548e-125
"CG6766" 1.01167990955799e-18 0.0959142242752866 3.22444099028073e-18
"CG6770" 1.49830681077071e-33 0.34135848437304 9.05470263132428e-33
"CG6785" 2.22256981170501e-08 -0.0428392781746337 4.11863821744274e-08
"CG6834" 3.38364013024646e-05 0.0171076010321518 5.11761822516149e-05
"CG6903" 1.08740904279944e-06 0.052298531528381 1.80932422377594e-06
"CG6910" 2.52127955355137e-32 0.0833870378967508 1.45442407304037e-31
"CG6928" 0.000792991461724917 -0.00535710993525051 0.00107756270009862
"CG6959" 1.76142711926166e-08 -0.0826168318860717 3.27714650176271e-08
"CG6966" 2.0428199229918e-45 -0.336570690099698 1.78981795763382e-44
"CG7011" 7.30992788028454e-17 0.0898480947131717 2.12449534785785e-16
"CG7028" 2.94057582692186e-11 -0.0632518348236683 6.36440907656266e-11
"CG7029" 3.40853198159148e-20 -0.161873198095935 1.17103625421699e-19
"CG7049" 5.42321842541488e-11 0.0517377801181872 1.16057428541837e-10
"CG7054" 0.0034781572313605 0.0376592145266589 0.0044641503171737
"CG7059" 5.44306199682713e-06 -0.0596116049926763 8.70723592158596e-06
"CG7065" 1.17745274674755e-31 -0.123436612422634 6.5870125751684e-31
"CG7130" 0.000901293837283486 0.00614428004524204 0.00122076927249135
"CG7133" 0.0024005575475266 0.0205676720223669 0.00313194237041788
"CG7139" 5.0449775966995e-30 -0.223818361738598 2.6677230018911e-29
"CG7206" 0.00268616837324347 -0.0212650805735811 0.00348610881535285
"CG7220" 6.11778856153716e-19 0.0627975326032325 1.96784166633776e-18
"CG7255" 1.53370190358714e-73 -0.418364252743452 2.62169125396855e-72
"CG7324" 0.000358917878503001 -0.0869053174635015 0.000501885834781492
"CG7329" 9.80766267951183e-06 -0.0854800557343521 1.54706181927667e-05
"CG7330" 5.56543955333586e-15 0.12404951390119 1.4855360643321e-14
"CG7342" 5.31327887899581e-55 0.121942483683298 5.99784688550794e-54
"CG7382" 0.00477003512234416 0.0289641532963735 0.00604994157855159
"CG7384" 0.000184218732818988 -0.0410323809264558 0.000262864754019054
"CG7394" 3.98600227245885e-09 0.0697248175503873 7.72841551715633e-09
"CG7407" 0.000340779056821681 0.0351313731496894 0.000476999562155481
"CG7414" 8.5116072891441e-22 0.115949423326767 3.17989396315214e-21
"CG7430" 2.80294304962622e-11 0.0602359424166874 6.08224118747908e-11
"CG7443" 2.67113276632146e-16 0.0833488732003258 7.59450375108913e-16
"CG7461" 2.92859429947775e-17 0.0876335969171673 8.63729079310762e-17
"CG7484" 1.10905363261327e-21 0.119702304444193 4.11036868441094e-21
"CG7523" 1.41688653917941e-21 0.097714581892317 5.19607778115881e-21
"CG7546" 2.39088677799136e-05 0.0298740177485639 3.66107269697544e-05
"CG7556" 1.61241726001269e-08 0.0893939476689337 3.00525299730003e-08
"CG7564" 3.1739880621859e-15 -0.11172475667098 8.54833569417013e-15
"CG7579" 1.14033280719732e-07 0.00815985202975853 2.01591971149953e-07
"CG7611" 8.54708590832423e-07 0.0389466867274444 1.42837972003439e-06
"CG7630" 2.31346310593541e-38 0.32069485863597 1.63365607714606e-37
"CG7656" 0.000206662638276001 0.0284466096557481 0.000293889008183325
"CG7675" 2.27397295694404e-42 0.234392229832825 1.80709653580297e-41
"CG7694" 4.73066224468703e-09 0.0678071606512919 9.12575471245937e-09
"CG7739" 4.79087693411525e-11 0.0588174985758534 1.02630141176853e-10
"CG7778" 1.9458608480226e-39 0.0995640473500148 1.42469671879697e-38
"CG7789" 0.00299347793345071 0.0308321470181778 0.00386338538837953
"CG7834" 1.85100459726979e-23 0.169171078773378 7.50436326560104e-23
"CG7872" 1.18377917418584e-24 0.146951259225653 5.12685334176868e-24
"CG7920" 8.77072948840831e-10 0.110412487431749 1.75163638995966e-09
"CG7945" 7.04168292797924e-06 -0.0702360635139253 1.11876206761673e-05
"CG7970" 8.42101886120208e-14 0.0968943521932677 2.11054619932461e-13
"CG8009" 9.60287654150321e-07 0.0419712970421038 1.60098913040667e-06
"CG8036" 2.2955253404074e-07 -0.0236665918684367 3.97995783516667e-07
"CG8042" 9.44125940645746e-06 0.0376518177416723 1.49151242528268e-05
"CG8066" 5.22585689389915e-15 0.0735140972562669 1.3966744525622e-14
"CG8079" 1.79798908779248e-09 -0.0284577174349881 3.53852363706528e-09
"CG8086" 0.000487746111376874 -0.0118201062958926 0.000672155549340687
"CG8108" 6.60277793171571e-21 -0.195749421130652 2.36143757284589e-20
"CG8176" 9.3169869026065e-06 0.0255481898851488 1.47243551502325e-05
"CG8206" 1.13949243049613e-10 0.0616899857388738 2.38729079485631e-10
"CG8209" 3.26368735635668e-06 0.0361667033994852 5.27938302372414e-06
"CG8229" 0.00144865190209884 0.0263262497028602 0.00192662882375038
"CG8230" 6.28017517813447e-11 0.0624391690527152 1.33645191290788e-10
"CG8237" 2.47625996744655e-26 0.139541377816124 1.14592008217306e-25
"CG8303" 8.58897372314398e-05 0.0518258788702382 0.000125771405428416
"CG8306" 8.75773558680399e-16 0.138315778282786 2.43703632143091e-15
"CG8320" 9.10655593643756e-15 0.0904777959304101 2.39712484360782e-14
"CG8360" 6.46890268980761e-11 0.0518537613912828 1.37521647030022e-10
"CG8369" 8.38852205428464e-24 0.16257375490081 3.4509951241006e-23
"CG8372" 9.72127566697054e-06 0.0506326781525397 1.53459112300311e-05
"CG8397" 8.42829351788887e-16 0.0923965188023623 2.34692109394406e-15
"CG8414" 0.00271443630418987 -0.0258689906509999 0.00352170360655117
"CG8420" 1.87064994675222e-18 0.283423166934235 5.85959758937794e-18
"CG8460" 7.70783741030354e-09 0.0640294339073594 1.4699646208721e-08
"CG8507" 7.29581493697737e-07 0.0631368992199733 1.22268399183919e-06
"CG8549" 0.00791687756288022 0.0245124807429702 0.00982979046348721
"CG8578" 1.92112080917566e-08 -0.0441232146254501 3.56950042095282e-08
"CG8630" 0.00612297190927934 0.10276413757256 0.00768675250481471
"CG8635" 0.000342140315496006 0.0386153929471251 0.000478744951987061
"CG8654" 3.81222829512799e-40 0.0896834339293606 2.82577205309664e-39
"CG8671" 6.77961580917623e-20 -0.191205454638482 2.29345969376656e-19
"CG8675" 0.00773942451297127 0.0187575458520739 0.00961801479534827
"CG8708" 4.73874116647787e-43 0.315642814756101 3.86105992319248e-42
"CG8740" 0.000266203797113572 -0.0113237448940484 0.000375861456409242
"CG8774" 8.70669589897165e-14 0.0933805456507974 2.179536307525e-13
"CG8785" 1.0754854024745e-19 0.0188887344426129 3.59755021211119e-19
"CG8814" 1.69194707215216e-14 0.102797773835914 4.38753828989056e-14
"CG8818" 0.000126392380265279 0.0453608743913282 0.000183032949014865
"CG8839" 4.98529182504971e-08 0.0517355446520708 9.04610145723925e-08
"CG8860" 1.70296706074461e-20 0.156981371856067 5.97822803889222e-20
"CG8878" 8.24055872240022e-15 -0.0656132374738584 2.17737917535723e-14
"CG8891" 2.39505449424325e-05 0.028796238128085 3.66509995054506e-05
"CG8925" 0.000441209262761989 -0.0322957957958095 0.000611039812317199
"CG8929" 3.02878124594949e-18 -0.180690386788468 9.3889976743423e-18
"CG8963" 3.18709136687261e-18 -0.190699386874039 9.85058202543358e-18
"CG8974" 3.56874645479462e-11 0.0731721652267578 7.68822538718101e-11
"CG8993" 2.27848136165088e-07 0.0514122036904909 3.95289144266523e-07
"CG9005" 4.56019625724115e-29 -0.302675246348105 2.3261999909045e-28
"CG9029" 6.84343298517803e-48 0.44121341572685 6.42607563720305e-47
"CG9034" 1.34437725737721e-34 0.175431631395118 8.35348954583942e-34
"CG9044" 0.000247092231623587 -0.0277804619232702 0.000349838494266255
"CG9095" 1.14672004867697e-19 -0.0971786982922965 3.82971576065323e-19
"CG9168" 2.8381459823308e-16 0.109521255488875 8.0529507953939e-16
"CG9171" 6.89734145857142e-85 -0.572542046467857 1.39546212698054e-83
"CG9205" 8.82756592303692e-10 0.0669071039435775 1.76130757911761e-09
"CG9231" 1.97761701974885e-07 0.0451020609974016 3.44376718449405e-07
"CG9240" 0.000128157385762353 0.0391832503281293 0.000185396591216834
"CG9265" 3.78741912442559e-59 0.22826925854278 4.80657917972557e-58
"CG9281" 4.23574463208617e-10 -0.146157612610205 8.59387435431094e-10
"CG9328" 1.58214491492749e-06 -0.0958676215473716 2.60354534527165e-06
"CG9330" 1.73004080180665e-11 0.0584661278187112 3.803365290271e-11
"CG9331" 2.03505323421521e-12 0.0409715468933459 4.70353363404707e-12
"CG9336" 2.00253800796519e-12 0.150421416544443 4.63093825364893e-12
"CG9338" 5.21276418468868e-12 0.0478508630815832 1.17878274327625e-11
"CG9344" 0.000127021926395303 0.0302936209620367 0.000183881032749232
"CG9360" 2.80651433350172e-11 0.0598461649985276 6.08683688695245e-11
"CG9391" 1.05317297925217e-08 0.0480181282578414 1.98679659329192e-08
"CG9399" 0.00711208864976383 -0.0453711961383565 0.00888056865390905
"CG9427" 3.29419574487643e-30 0.324972372452169 1.74634073158766e-29
"CG9436" 0.000124480784393536 0.0363789759790244 0.000180327058125261
"CG9467" 2.25170434977583e-05 0.0470444484088697 3.45299810210954e-05
"CG9471" 1.11894422147457e-14 0.067109262399795 2.9325021273689e-14
"CG9519" 1.73533243313112e-19 0.141553467606049 5.74057838068969e-19
"CG9525" 0.00109643961769767 -0.00266023565700159 0.00147506878217727
"CG9536" 1.33935576137547e-05 0.0437773656515639 2.09143248644313e-05
"CG9572" 3.60872243335772e-14 0.0317971530909062 9.21544484811106e-14
"CG9577" 1.15432614656939e-12 0.0859577944931625 2.70375721579006e-12
"CG9590" 4.25549881418361e-05 0.045315343193946 6.38324822127542e-05
"CG9609" 6.61130308791041e-05 -0.0506644182645307 9.7929286518496e-05
"CG9628" 5.7921172278267e-08 0.0452053074677327 1.04512653813607e-07
"CG9636" 0.000133971005666412 -0.0298220420737684 0.000193606132412331
"CG9662" 6.08533022101501e-07 0.0610268526162447 1.02433130890719e-06
"CG9674" 1.62235135058735e-15 -0.185922061498423 4.44951372381129e-15
"CG9691" 1.2555810435329e-08 0.0535496563920117 2.35695805034325e-08
"CG9698" 0.00708203572093324 -0.0262302952494351 0.00884568016679643
"CG9702" 4.60636832674951e-24 0.174564084889104 1.9195493086992e-23
"CG9705" 8.69347231535982e-17 0.0746303980885362 2.52134778786198e-16
"CG9706" 4.87798848507554e-19 0.0840220826861071 1.57874928713264e-18
"CG9747" 4.71004935878804e-05 0.117254916629491 7.0472329616456e-05
"CG9775" 0.000579948751752118 -0.0979368293229463 0.00079477270037234
"CG9776" 2.61342054363689e-20 -0.283086541599858 9.06794137261915e-20
"CG9795" 0.00431608108615687 -0.0581847064967217 0.00549247875685961
"CG9801" 2.12755044751212e-05 0.0247173050194874 3.27099165718824e-05
"CG9812" 2.01489922605217e-07 0.180372424283805 3.50577397536623e-07
"CG9815" 9.25785324502862e-36 -0.209237729506326 6.0581077172156e-35
