"primerid" "Pr(>Chisq)" "coef" "FDR"
"Argk" 4.28630124967913e-17 0.0492789976021049 1.25356352190337e-16
"Arl1" 1.21352955666804e-15 0.0847645596846595 3.35020552625296e-15
"Arl8" 5.78217194250505e-13 0.0578148199538284 1.38375634829778e-12
"Arp1" 0.00102547825369861 0.01253593592866 0.00138404863889455
"Arpc3A" 0.00180689575097322 0.0307321634635283 0.00238264464895335
"Arpc4" 2.50421146399977e-15 0.0741281475359033 6.79251140623773e-15
"Arpc5" 1.8858665059179e-12 0.0657643824257302 4.36836776923903e-12
"Ars2" 1.05593114328172e-67 -0.622722991347167 1.63786652891254e-66
"Asap" 0.00190011775251293 -0.0247661381872236 0.00250163255187808
"Asx" 3.22473498715628e-16 -0.0680805143482494 9.13747640474323e-16
"Ate1" 0.00159302494184091 -0.0586878271596807 0.00210925970800813
"Atf6" 1.99153413551149e-154 -1.08984647645019 1.06930063583617e-152
"Atg1" 1.85667794759099e-06 0.0322904047155132 3.03978391106765e-06
"Atg13" 5.08840320232157e-07 0.0428507359065311 8.63111891912625e-07
"Atg17" 0.00667402463327443 -0.0658030274655159 0.00834352691467263
"Atg3" 0.00614348527912401 0.031190390762753 0.00771019369163061
"Atg7" 0.00101268924442057 -0.0498993893623357 0.00136811050181721
"Atg8a" 1.42649835453841e-16 -0.137551135540115 4.10314224505965e-16
"Atox1" 7.5058193581031e-20 0.17661460464762 2.52891162282669e-19
"Atpalpha" 4.16371055029573e-33 -0.356987858653246 2.47693462849979e-32
"AttB" 1.4649559776195e-13 0.0811592343987644 3.62388401315445e-13
"Atx2" 1.00408232902348e-29 0.114888526658317 5.24326283534952e-29
"Atxn7" 0.00111337461058584 -0.0225902775488413 0.00149689016665602
"Awh" 8.03273373754762e-14 -0.0593621809282472 2.01806172122672e-13
"Axud1" 1.55430807301215e-05 -0.0347064595624663 2.40911998881379e-05
"B52" 9.36581738785527e-22 -0.247215138904105 3.49279102585377e-21
"BG642163" 4.47698177099592e-59 0.511336171351106 5.66453161840813e-58
"BG642167" 1.63611723769129e-20 0.257985020362938 5.74837163712342e-20
"BG642312" 5.59028159803287e-169 0.514388001631667 3.71620624326376e-167
"BI-1" 2.20499335039328e-40 0.316756596518198 1.64608059740589e-39
"BRWD3" 7.12819394311414e-07 -0.0417307953959948 1.19554970900128e-06
"Bacc" 9.16886478440865e-09 0.17020577941674 1.73359845223943e-08
"Best1" 7.8267499229587e-15 -0.0884850440228269 2.07196135760752e-14
"Best2" 1.41527284147185e-133 -0.96750101852679 5.81094378439618e-132
"Bet1" 1.15567366001858e-14 0.131434309984373 3.02686759734698e-14
"BicD" 5.76660105575841e-32 -0.240790585242336 3.26800070656512e-31
"Blimp-1" 2.36057525428397e-14 -0.187618894896624 6.0725363421015e-14
"BomBc2" 3.0457565665313e-15 0.0724851717624974 8.21883279679965e-15
"Bsg" 5.07387537368772e-08 0.0082648535094118 9.20285407752454e-08
"Bsg25D" 3.75918637096814e-36 -0.400654436459717 2.50692237605328e-35
"BtbVII" 2.79993405504085e-10 -0.073961011936861 5.73404587897853e-10
"Btk29A" 1.26869846337037e-14 -0.196751660273361 3.31460334659706e-14
"Buffy" 2.38814758557008e-34 -0.334879348269053 1.4751566502017e-33
"Bx" 1.81266823317629e-61 -0.321426891709284 2.45678141117874e-60
"CAH1" 2.12246598367571e-71 0.180079194977758 3.54138945802146e-70
"CAH16" 5.34743142029339e-08 -0.165237865724032 9.67806516343506e-08
"CAH2" 2.59863217658045e-11 0.0519078182727378 5.65354366520465e-11
"CAH3" 3.32239983190581e-76 -0.612531487226617 6.04965673740066e-75
"CAP" 7.00683641567654e-23 0.06692836089851 2.7709755343582e-22
"CASK" 3.48116890714678e-37 -0.178053060722684 2.38221166391025e-36
"CCDC53" 1.30522280380073e-06 0.0433898006001592 2.15462085231276e-06
"CCT2" 2.23829044622896e-09 -0.0962418001665074 4.3783093829084e-09
"CCT3" 6.40561820091994e-07 0.0414381867950523 1.07544332608294e-06
"CCT4" 3.53028198612252e-05 0.0219511691486186 5.32786340824545e-05
"CCT5" 0.00145081673694318 0.0364998639145116 0.00192828324161156
"CCT8" 0.00753595857510582 0.027281920214599 0.00938186519397835
"CD98hc" 2.81544570366561e-06 0.0283539649902534 4.56841790273211e-06
"CG10000" 9.91845815572326e-16 -0.06964910504013 2.75271721379516e-15
"CG10011" 0.000441456459980782 -0.0517617858368956 0.000611180051041162
"CG10019" 5.24832701056529e-26 -0.114005446942186 2.41008700879906e-25
"CG10029" 1.64777990073024e-24 0.20292677885191 7.04173696352882e-24
"CG10041" 4.70675059588784e-28 0.258899864217425 2.32177520560404e-27
"CG10077" 3.06635121472979e-276 -1.21608959324335 5.13675155491534e-274
"CG10082" 5.42485033396394e-13 0.0205744805329319 1.30196408015135e-12
"CG10126" 2.51901599582009e-10 0.048865343607139 5.17392790117436e-10
"CG10132" 1.10289136150615e-11 -0.0671960387453971 2.44775252887534e-11
"CG10166" 1.44648239720894e-15 0.0922739882317253 3.97758915266649e-15
"CG10254" 0.00288003753073019 -0.0387145554490506 0.0037227151786105
"CG10311" 4.53190485979746e-28 0.0679506565201749 2.24080490588333e-27
"CG10340" 0.00336201194898759 0.0245188217555283 0.00432170228433396
"CG10343" 5.3165210578147e-07 0.0486060895581895 8.99256469714376e-07
"CG10353" 0.000258377848058518 -0.0447346209933968 0.000365322899280578
"CG10365" 2.88230457195847e-12 -0.0879096995841553 6.61980182042882e-12
"CG10407" 5.28369786136715e-07 0.0509091348701089 8.94427107655846e-07
"CG10418" 6.9440971326135e-06 0.0299426106207083 1.10409562609663e-05
"CG10425" 4.09908219548838e-06 0.0500155968965399 6.6077583659374e-06
"CG10433" 1.0490383614434e-18 0.177411881589394 3.33842907121957e-18
"CG10462" 6.43667994093614e-14 -0.0615942030395453 1.62684463443818e-13
"CG10465" 0.000823094421869924 0.029986759141749 0.00111701861269969
"CG10470" 5.82961411047068e-15 0.0879203891736006 1.55505884679307e-14
"CG10527" 1.435049884415e-28 0.141777322336212 7.1889819568541e-28
"CG10543" 5.95320900447444e-12 -0.141888384394455 1.34404524586194e-11
"CG10550" 2.2715737343389e-33 0.105102559905453 1.36294424060334e-32
"CG10555" 0.000534887133392531 -0.0279933804488538 0.000735425907632279
"CG10565" 7.31902415864866e-08 0.0408856987309502 1.30824042579687e-07
"CG10576" 6.14065397578737e-24 0.169995736452514 2.54372491103833e-23
"CG10587" 6.19320007671995e-16 -0.283530944143321 1.7372486216546e-15
"CG10588" 0.00301109657530937 -0.0334402635740155 0.00388492681990008
"CG10600" 0.00220193301160493 -0.0356652738999062 0.00288358206773029
"CG10623" 0.000565450012436361 0.0383028501302675 0.000775664805792166
"CG10638" 4.13220329438786e-09 0.0685818935545711 8.00447150642755e-09
"CG10651" 6.27573493432013e-13 0.109233645346445 1.49759418261725e-12
"CG10657" 4.10160594285576e-88 0.466639839559619 8.90027237755437e-87
"CG10672" 2.58050989007362e-13 0.0749195148615851 6.27230146234957e-13
"CG10674" 1.1617147479251e-19 0.10599259544267 3.87670228231897e-19
"CG10702" 1.61643609621517e-21 -0.152297480265644 5.90718531496433e-21
"CG10730" 5.49911110431278e-20 0.148334571674926 1.87542974795292e-19
"CG10803" 6.17219873248813e-21 -0.0741178801922899 2.21501013638906e-20
"CG10804" 3.24012307845563e-17 -0.0485173674471651 9.52255119478749e-17
"CG10907" 4.64274852886676e-05 0.0119541282709354 6.94918900603789e-05
"CG10939" 0.000164130735111031 -0.0283612401103707 0.000235323354551523
"CG10979" 4.85015155125973e-05 -0.0354701318720678 7.2440922598701e-05
"CG11030" 0.00220726073236022 0.0123117122185405 0.00288965550082045
"CG11034" 1.12405801904444e-05 0.0457761392634916 1.76511247984931e-05
"CG11037" 8.24435821050169e-51 0.462725009170517 8.22080290132883e-50
"CG11050" 1.17694007926662e-05 -0.0493653992830226 1.84607679849011e-05
"CG11077" 0.0039535570583049 0.0257664156492587 0.00505109730328887
"CG11112" 1.3904618862224e-32 0.379227451549796 8.07663575520027e-32
"CG11113" 6.97527121112843e-18 0.100817359311098 2.12608703291164e-17
"CG11122" 2.8163011591212e-07 -0.0495024194615897 4.85977307556638e-07
"CG11131" 2.64848815863078e-05 -0.0700926998495893 4.04517447423257e-05
"CG11134" 0.000275156828991402 0.0442506965212938 0.000387998922496966
"CG11137" 7.04862538553172e-10 0.0552515399076881 1.41648959283142e-09
"CG11147" 2.3728778823645e-68 0.396842235786442 3.778559913058e-67
"CG11151" 1.63927634841573e-07 0.194576117074038 2.87130462031161e-07
"CG11158" 0.000500151066820672 -0.0520380570874261 0.000688709637978126
"CG11168" 0.000306477311553057 -0.0652442893448193 0.00043100301570994
"CG1124" 7.1146865933019e-15 0.0513930502080955 1.88703657078837e-14
"CG11267" 7.67541202629088e-08 0.0281989395996462 1.36902153177624e-07
"CG11275" 8.74402622603497e-08 0.0472825524353697 1.55366914869047e-07
"CG11360" 1.95102201698679e-25 -0.188372711434515 8.7576422370211e-25
"CG11377" 1.44740549040338e-08 0.0509122787884781 2.70251190094042e-08
"CG11400" 1.19635660940387e-28 0.0976144777609065 6.02114475561133e-28
"CG11444" 8.40139977836117e-10 0.0603645467812301 1.67995803220388e-09
"CG1146" 1.78547101355318e-35 -0.291713369443108 1.14862559212914e-34
"CG11562" 0.00411879225042364 0.0244773108464356 0.00525739163205554
"CG11590" 4.76665186025312e-36 0.280969133870832 3.15866107448419e-35
"CG11594" 0.000373462427302986 -0.0515964082688477 0.000521179821907665
"CG11598" 6.89766890695204e-10 -0.0832594655786175 1.38681888537279e-09
"CG11600" 6.54985552520473e-09 0.0344087462350667 1.25483965871717e-08
"CG11608" 4.52455878584989e-22 0.174625824589945 1.70864311948957e-21
"CG1161" 0.00390921823256458 0.0436441311129995 0.00500007923989387
"CG11658" 1.16661182405627e-09 -0.146070954469872 2.31553095694202e-09
"CG11664" 8.59418330956616e-13 0.0752697361084882 2.03117605533087e-12
"CG11699" 1.24375049561296e-17 0.085555614304834 3.72858058384185e-17
"CG11737" 1.1645662490228e-32 0.106947421031084 6.78331495258343e-32
"CG11752" 2.80992814321262e-18 0.0779206461539748 8.73643583056752e-18
"CG11753" 9.49408122651092e-18 0.0770279634984332 2.86877432731802e-17
"CG11781" 0.000122514829870283 0.0445166994402103 0.000177601975595966
"CG11790" 5.037088427961e-16 0.124532982852147 1.41674454911354e-15
"CG11791" 0.00073754967752185 -0.044096422334246 0.001003527631404
"CG11828" 2.93695710167581e-20 0.226145028594242 1.01568755919226e-19
"CG11857" 6.50359469391228e-16 0.136241636584734 1.81701498186155e-15
"CG11858" 0.00024919468214182 0.0295666367476204 0.000352576800273629
"CG11873" 0.000184874169300478 0.0129510342989445 0.000263710157026703
"CG11883" 4.77690528441342e-08 -0.0398568501785315 8.69056443576168e-08
"CG11977" 1.77099896840007e-07 0.0368802159641125 3.09297067542098e-07
"CG11980" 0.00151002912378555 -0.0719496504274747 0.00200316818828442
"CG11999" 6.40184013483128e-27 0.172057138640682 3.00570700500823e-26
"CG12012" 1.16567975321136e-13 0.0632606179670482 2.89381553435044e-13
"CG12054" 2.05244380676121e-08 -0.0949118586587328 3.81012174765777e-08
"CG12056" 1.67722837929973e-10 0.0486697684256389 3.47734279827093e-10
"CG12075" 2.92068296813695e-151 -1.16528594679708 1.49168539884848e-149
"CG12093" 4.37436298712183e-20 0.100323280662445 1.49671831618188e-19
"CG12099" 0.00654182892143474 0.00102904074230796 0.00818803930752202
"CG12107" 4.06733507878284e-06 0.0465214684021041 6.55910639581922e-06
"CG12121" 4.96506460088961e-09 0.141291547889304 9.56031749357503e-09
"CG12128" 2.01404643214305e-05 -0.00424285548664057 3.09989946997983e-05
"CG12163" 5.84641596226181e-06 0.0689788266503135 9.33821130814358e-06
"CG12171" 0.00231916555214258 0.0361401958435442 0.00303331209630642
"CG12173" 0.000101792065745579 0.0335262601666343 0.000148331653215896
"CG12206" 9.61414191430499e-41 -0.125889130646684 7.33406672807091e-40
"CG12241" 0.0011867357221711 0.0311387568246188 0.00159194401167603
"CG12268" 7.73787954660975e-92 0.609889502333341 1.83086099102834e-90
"CG12279" 0.000382590243262839 0.0350558250059144 0.000532852656729222
"CG12288" 0.000989124642313165 -0.0249398600314295 0.00133756990700921
"CG12290" 3.82398026133912e-13 0.0291270061468879 9.23477848724244e-13
"CG12310" 5.13158759070084e-19 0.0975186553033451 1.65443332023519e-18
"CG12321" 4.23746978652566e-05 0.0476185994144601 6.36002016151819e-05
"CG1234" 0.00103930191979854 -0.0353240938283754 0.00140180239617272
"CG1236" 1.49401497020657e-06 0.0457970412217958 2.46239067108426e-06
"CG12375" 4.7220312107875e-07 0.0451315044387752 8.04223941064582e-07
"CG12384" 1.91139730988988e-22 0.265022167434681 7.39827350630206e-22
"CG12535" 4.8316022551231e-46 -0.388551637791097 4.33292296455151e-45
"CG12581" 9.15649574247608e-11 -0.134519907410525 1.92700523464773e-10
"CG12688" 2.52779952433015e-19 -0.0918288486692403 8.26418767204893e-19
"CG12699" 6.62729748282024e-12 0.0935645173578603 1.48900868337184e-11
"CG1271" 5.31902213180203e-14 0.0227590761579205 1.35088324366203e-13
"CG12730" 5.12698055455341e-07 0.0288121290283236 8.69303423581768e-07
"CG12746" 2.1284986205787e-12 0.0770210663012536 4.91408612071862e-12
"CG1275" 3.10664874384211e-11 0.0553870001359059 6.70651800990245e-11
"CG12811" 6.2734409708467e-10 0.0462083389098134 1.26374077854286e-09
"CG12814" 4.34238118502849e-23 0.0439783828709246 1.73198975265708e-22
"CG12828" 7.58782597000912e-33 0.398542570800445 4.45067439249274e-32
"CG12848" 3.2842407938351e-05 0.0408994492900467 4.97266827352907e-05
"CG12853" 2.4181155826012e-05 0.0391564057812063 3.69871002919424e-05
"CG12895" 0.00318333160282646 0.0229988362088735 0.00409830702509598
"CG12911" 1.61793837687891e-36 -0.310264263321862 1.08588556448219e-35
"CG12926" 1.85180742346239e-30 0.130605341115931 9.87945157893057e-30
"CG12990" 1.59792182966189e-07 0.198035852791361 2.8012124833085e-07
"CG12991" 6.56875609894929e-17 -0.0980471565121696 1.91174082990963e-16
"CG13012" 1.94406209501546e-51 0.137114124935508 1.97614855677785e-50
"CG1307" 1.28419540344222e-08 0.0586775258998522 2.40743525049956e-08
"CG1309" 9.73073062686664e-13 0.0721927391650767 2.29074198231127e-12
"CG13124" 2.16470234185952e-10 0.0135124865785554 4.46369936371623e-10
"CG1316" 2.87360701548515e-47 -0.600179372631229 2.65080752882199e-46
"CG1317" 0.00192094551392811 0.0336161046951169 0.00252825889765272
"CG13220" 4.14372865976449e-18 0.0910708218182422 1.2788456615397e-17
"CG13229" 4.79775481116758e-07 0.0637511685576248 8.16456609068259e-07
"CG13255" 1.17236927180871e-16 0.156359602992272 3.3814617839772e-16
"CG13284" 2.6874580844888e-05 -0.0290001120444883 4.10170351962067e-05
"CG13288" 0.00369515958007462 -0.0224048627068639 0.00473396400163736
"CG13300" 7.47516115165728e-27 -0.138831660373784 3.49787429085371e-26
"CG13315" 2.28290878869461e-17 -0.0459293242207368 6.76154314501628e-17
"CG13364" 9.98321730413202e-36 0.1645004696621 6.48212621235734e-35
"CG13366" 4.41839351199852e-65 -0.426443253764562 6.51557465783444e-64
"CG13369" 1.27758283746346e-18 0.100835962189398 4.03203988191181e-18
"CG13377" 0.000194676354579371 0.00419653598234032 0.000277408837352299
"CG1354" 2.6711097343485e-05 0.0334227422961104 4.07823826739027e-05
"CG13551" 2.01174889662176e-18 0.142380459393282 6.2968642593811e-18
"CG13557" 8.37755913686917e-08 -0.134457156915878 1.4917184381466e-07
"CG13559" 2.1683834852368e-08 -0.124972646332395 4.02356669746199e-08
"CG1358" 1.65736429969041e-12 -0.168752794597186 3.85185443235484e-12
"CG13585" 8.07451807676801e-31 0.384888538791414 4.35213406763249e-30
"CG13618" 3.70026007694424e-45 0.236080316323443 3.22176490691111e-44
"CG13631" 4.41042275068099e-21 0.157809147725322 1.5909431937857e-20
"CG13639" 7.93422877287687e-26 0.0032623533064871 3.61179892400091e-25
"CG13663" 3.68963618010141e-06 0.0484681012996678 5.95919642200721e-06
"CG13698" 1.27552450174433e-07 0.024709322479223 2.25016706541923e-07
"CG13722" 0.00066194077374395 0.00035567648153957 0.000904177416973145
"CG13751" 8.38887554869082e-10 0.0579422193924891 1.67921103505853e-09
"CG13760" 0.000480821446266351 -0.0326436936901569 0.000663267528644097
"CG13773" 0.00050025184305861 -0.0244926983438969 0.000688709637978126
"CG13784" 7.26373890491837e-09 0.0392741909956708 1.3890656864748e-08
"CG13827" 0.000332944971200484 0.0270344157670078 0.000466814040638643
"CG13868" 0.000199059446584518 0.0288693928328305 0.000283365384872863
"CG13887" 4.99571803812385e-15 0.192858135212108 1.33601961326071e-14
"CG13893" 5.7056866580559e-40 0.0808659314574518 4.21435903420425e-39
"CG13917" 4.23393084228891e-23 0.0285166935346791 1.69034340967645e-22
"CG13950" 6.20212688595488e-12 -0.0881899654687324 1.39798209894397e-11
"CG13965" 4.28173132532175e-24 0.336399712694985 1.78604489944696e-23
"CG14022" 4.42082651018062e-26 0.126865188427672 2.03231848788545e-25
"CG14034" 6.80732355723398e-39 0.425839078808244 4.85674123640476e-38
"CG1407" 5.01580146076824e-34 0.198920348561698 3.08460741816408e-33
"CG14072" 1.35312948538122e-11 0.0800693691575675 2.98887462277243e-11
"CG14073" 4.38488291206665e-58 -0.353047315945022 5.36955837302197e-57
"CG14082" 3.9012875165088e-25 -0.176354967169353 1.72712390265738e-24
"CG1418" 7.47066780762159e-14 0.119053839502479 1.88136841721703e-13
"CG14184" 8.47640982129939e-07 0.0482519176946466 1.41713390545317e-06
"CG14194" 0.000147679215463266 0.0412895575572864 0.000212244527920439
"CG14196" 5.53193300693473e-06 -0.0324331152879305 8.84602345667913e-06
"CG14207" 6.18066399101255e-25 0.0558109603832925 2.71327261995394e-24
"CG14229" 6.05761055803551e-06 0.0341889548633946 9.66816807052314e-06
"CG14234" 5.92960680300227e-13 -0.183722781994555 1.4174197083889e-12
"CG14257" 2.5635374809503e-22 0.0436148590103196 9.85539927004329e-22
"CG14277" 3.04465796194983e-15 -0.204010884702292 8.21883279679965e-15
"CG1440" 8.87135845546487e-13 -0.182022813519473 2.09550192958189e-12
"CG14407" 4.23849481155617e-05 0.0399929500532684 6.36002016151819e-05
"CG14408" 7.90348876819434e-14 -0.110198456142896 1.98797663430618e-13
"CG14439" 0.00118860787071698 -0.0253549351264973 0.00159394484872326
"CG14442" 9.16625875776248e-05 -0.0452621741417567 0.000133897075959223
"CG14464" 0.00580456303210815 0.0187767103866982 0.00729796156663733
"CG14478" 3.71622692152368e-12 -0.142808282888008 8.47226910579268e-12
"CG14483" 9.60771266236024e-18 0.079682734867651 2.8968394981976e-17
"CG14543" 0.0074783705306158 0.0235390978911811 0.00931570963183193
